id,unicode,X,Y,population,traveller,visitor
782,19057,402334.57356203825,393798.03488382936,42253,2159,5739
783,19059,68470.661653659612,658425.31798055046,16460,1614,2068
784,19061,417979.9079622365,567806.46400402708,89201,2778,9944
785,19063,106573.42119943851,658858.19255696319,10995,1446,829
786,19065,337546.44543286518,607917.0154805911,22022,2656,1690
787,19067,260104.12698581681,627009.32914247655,16854,2359,1224
788,19069,222826.71854681711,589223.36275086238,10679,1652,928
789,19071,33106.301921265454,363778.99726964789,7995,1743,1246
790,19073,131804.87832002743,509278.22290584032,10341,1311,575
791,19075,262416.60852241801,553499.78266254859,12368,2776,934
792,19077,123872.13974004197,469708.83605117787,11334,2639,770
793,19079,187599.80801232238,549294.12827638001,16423,2090,2608
794,19081,183492.11658564169,627234.07503056433,12109,2106,1587
795,19083,225750.45513570559,550313.42291051929,18807,1917,1832
796,19085,15150.107407844347,468658.00506854401,15685,3344,734
797,19087,371703.91379933513,399553.64079711557,20341,1990,3438
798,19089,297024.62566538563,661508.56189835723,9934,1118,1344
799,19091,145836.40353294989,592302.39784623962,10377,1342,886
800,19093,39793.879620969536,547477.66516839305,7804,730,962
801,19095,325032.71446818102,475744.42517289176,15729,2553,3737
802,19097,445025.41437550291,536039.97822304955,20297,3699,1161
803,19099,243430.13020520227,472763.56293019035,37252,5607,2647
804,19101,337786.10653788579,402959.57022413745,16189,1094,2220
805,19103,364529.87107715162,475825.52211456053,111455,8864,15678
806,19105,399657.82983468316,527912.95170080103,20259,3974,1783
807,19107,317269.58232779551,436236.20537617611,11418,2597,537
808,19109,144974.97924660199,640045.77424861002,17206,1571,798
809,19111,378997.13350348949,361116.35195941129,37931,3153,5198
810,19113,361523.27110047819,521301.53982727806,192365,8366,20861
811,19115,394183.438333422,426499.43207674142,12174,3057,1102
812,19117,222864.61221845378,398621.36924129014,9369,1171,753
813,19119,-16952.747550327444,658442.29819952743,11748,2199,605
814,19121,164806.78841876512,430936.01744615042,14049,3687,913
815,19123,278908.217280093,434647.46632245294,22299,4045,1757
816,19125,240850.51480808947,433309.42468196678,32104,3318,5686
817,19127,246727.86898760733,512021.39156639919,39356,3072,2982
818,19129,31579.903270998569,395986.462016723,14554,3649,957
819,19131,258981.79522306102,660087.07893667347,10868,1349,691
820,19133,3297.6120670389914,509895.02461505542,10009,1398,730
821,19135,261103.5666832221,399835.51926436421,8005,1488,1061
822,19137,70372.178226361168,395882.24474344094,11793,1028,1169
823,19139,404845.3660897892,456792.50007664971,41791,3996,6239
824,19141,30374.910121242934,625320.98100707424,15067,1946,1218
825,19143,30338.932297226827,658251.42269179109,6985,1072,528
826,19145,71167.838494560885,363302.14013231167,16939,1594,1942
827,19147,107057.44702797091,625812.56524689926,10135,1199,781
828,19149,-17443.013774239254,586639.45353872678,24870,4296,1980
829,19151,107541.13153240451,586944.12966036191,8602,1067,584
830,19153,200505.30735055968,471486.16010939813,375627,11618,47591
831,19155,38011.69355698795,429966.73996186984,88022,19531,10408
832,19157,286564.40705762117,474256.30088369735,18903,1802,2280
833,19159,147068.34972365023,363894.99501089985,5465,628,288
834,19161,73184.68294367916,547649.14170659217,11481,1740,598
835,19163,444386.46773941128,476094.33895515598,158614,18437,22080
836,19165,57000.425496000287,469086.76212441694,13031,1691,975
837,19167,-14408.209456687491,625157.92327892967,31609,1736,2993
838,19169,208405.47209307604,510946.20227059635,80152,7160,8331
839,19171,284862.71464366891,518227.83656156814,18084,3232,1328
840,19173,109171.27668584116,363536.07906595652,6976,1314,483
841,19175,146595.48157791872,396657.16168523091,12281,877,1556
842,19177,339021.75122253317,371788.71657277358,7793,1459,623
843,19179,299406.67892423947,401282.82879354415,36007,2817,3139
844,19181,202502.86975585978,432218.74714794051,40787,14232,2002
845,19183,355503.40756193112,437774.74069645692,20718,4044,1566
846,19185,223798.77666678152,366172.31765885238,6728,1014,447
847,19187,148655.5326751011,553374.14176289714,40234,2486,4048
848,19189,182709.92362818672,660247.84764292568,11778,1276,3030
849,19191,335512.87771686376,655690.71765017358,21265,1678,1671
850,19193,-3660.4333379266968,547713.01439192763,103786,10936,11013
851,19195,220869.09599921948,661243.22374753235,7894,2187,471
852,19197,184340.91933087961,588274.92019103223,14327,1480,1403
853,20001,60861.655649114822,43459.55084993982,14393,1365,1406
854,20003,61286.525356803031,80276.938284932417,8091,1458,363
855,20005,58526.917673070093,227955.28173387388,16796,1738,1947
856,20007,-235936.56694376655,-27058.693566244954,5292,355,289
857,20009,-238174.20732806806,113173.29325875132,28163,1211,1362
858,20011,100284.72558206708,40407.015446570003,15366,1058,1334
859,20013,36969.71271639764,260827.97121528478,10709,1315,1268
860,20015,-73203.742101569806,31814.04915675044,59681,14337,3641
861,20017,-51452.324913757322,90039.503060483257,3019,701,93
862,20019,-21586.261678945397,-39187.988494573365,4344,587,215
863,20021,101482.28523432674,-36445.678787394791,22554,4573,2067
864,20023,-486141.54949399672,270844.59343225532,3157,197,101
865,20025,-335646.70371627162,-22910.966202106451,2402,250,195
866,20027,-99487.211797463329,207910.595320558,8827,1198,434
867,20029,-140584.3923309384,223176.67093603595,10238,688,589
868,20031,23041.456316824078,82623.73666799182,8932,950,1174
869,20033,-287657.06341465877,-29649.829511845866,1955,134,115
870,20035,-73596.865648771767,-29077.707790512326,36342,2815,1644
871,20037,100533.69697046425,1423.8899090577283,38262,2279,2977
872,20039,-378403.44634530629,264940.43154889159,3460,239,178
873,20041,-99084.408807276035,153721.88525360081,19349,2966,1317
874,20043,72398.729923706793,256816.0635528006,8240,1913,1361
875,20045,60810.500156572773,155399.98885543639,100247,13051,7887
876,20047,-288458.83743028622,48465.339598934872,3434,387,220
877,20049,-21386.500687274136,-5160.1365467635751,3217,511,208
878,20051,-284903.77497268323,163532.06772221197,27454,1057,1184
879,20053,-189946.47112041601,136319.80093544733,6536,651,598
880,20055,-411636.19535396493,71267.659544116192,40508,847,1708
881,20057,-339488.86553729337,28426.393813921055,32544,890,1598
882,20059,61633.107527333705,119542.21109746999,24869,4871,2581
883,20061,-64563.003248070119,168641.11160898983,27845,5391,3536
884,20063,-384945.07249025605,167787.78446781938,3087,251,330
885,20065,-331499.72622705204,214073.03105210938,2925,253,140
886,20067,-464193.67241474305,19930.796965811493,7880,419,476
887,20069,-387238.98811108375,35718.28746275603,5913,777,526
888,20071,-501419.23949870525,125195.90225348774,1530,66,110
889,20073,-20279.230562628371,42335.815308673831,7647,1153,495
890,20075,-503428.92156208045,71258.006547540004,2651,108,156
891,20077,-182491.38110747442,-32568.120101522589,6511,619,354
892,20079,-124076.53560143517,61809.808124566167,32894,5169,3111
893,20081,-426030.9074569933,17896.549749879985,4302,431,283
894,20083,-338548.73758345004,72791.44952191021,2072,216,144
895,20085,17592.509348675892,214860.32871654053,12655,2868,1426
896,20087,52736.797139392969,194707.54399226137,18553,5981,982
897,20089,-188272.86284313965,258256.10183365221,3747,488,171
898,20091,101196.0414483208,155724.3731256699,454539,77860,99433
899,20093,-462489.47202373162,68978.302392649886,4497,573,368
900,20095,-186925.25208433619,8709.9977428981147,8685,1405,641
901,20097,-287478.95322587207,11491.332812583994,3264,274,239
902,20099,61765.174838849161,-34373.927338186775,22733,1651,1557
903,20101,-385814.35031357693,119041.32821435621,2145,120,117
904,20103,82320.65859218422,190859.95636180468,68957,12065,4866
905,20105,-189302.00291163349,175399.97291832147,3576,477,126
906,20107,100350.36555812118,80428.732767255598,9580,2223,634
907,20109,-442034.53101587691,170820.98197949119,3059,355,286
908,20111,-13196.807273080512,107152.80972170497,35967,1758,2178
909,20113,-142578.26727868195,101154.70306388901,29572,2275,2561
910,20115,-94935.717446712049,96784.460437498346,13394,2001,625
911,20117,-44380.099878688467,256047.552453037,10933,658,752
912,20119,-383565.15442112245,-20537.934076981164,4621,520,179
913,20121,100290.83797832769,119809.97559347337,28536,8380,2294
914,20123,-188536.50835606232,214387.22940260865,6911,308,600
915,20125,22607.709417063394,-34434.447014991441,36242,1751,3418
916,20127,-55995.898733876995,133281.95093602219,6120,878,380
917,20129,-509638.90987123933,-19033.346058356761,3482,247,428
918,20131,-1198.3248925415996,255909.48138316371,10694,887,1146
919,20133,60655.237571521604,6777.5455564384338,16934,1602,2143
920,20135,-338325.50735781033,116743.59501728613,3448,164,203
921,20137,-331215.22851762053,262815.61977020919,5962,264,425
922,20139,23538.748740202031,129182.60106203191,16756,4887,491
923,20141,-236316.46265125339,210818.42609136389,4436,317,326
924,20143,-141335.1168697665,184208.17634733295,6192,1540,276
925,20145,-280780.71111727972,81147.261810805896,7225,533,575
926,20147,-284015.87818914297,261035.9724517359,5995,340,462
927,20149,-29228.260265149671,210652.54434558269,18302,4169,3060
928,20151,-239400.55162818983,20015.787597561706,9649,595,676
929,20153,-430606.30309951899,267617.07350332022,2988,184,114
930,20155,-181554.57532601143,52755.810693970569,64731,3448,2916
931,20157,-140000.89416679431,262111.26859861036,5804,425,363
932,20159,-190538.14610792781,97146.819308668419,10728,1354,591
933,20161,-62798.158818792312,201567.92000227451,63237,6382,9443
934,20163,-283868.67762313137,212319.94667968366,5665,473,327
935,20165,-285740.59280559875,119658.15737354253,3536,479,199
936,20167,-237255.06087174988,162017.45054791443,7349,477,598
937,20169,-141990.01937262758,145129.83568176083,53659,1448,4651
938,20171,-423825.89031329693,121015.2497596808,5100,305,257
939,20173,-127634.38063605243,21683.275971607818,453705,7587,29474
940,20175,-426406.66436881723,-23498.418988753408,22616,876,2310
941,20177,20903.824694305629,172797.01254650703,170027,5597,17723
942,20179,-379144.06704214134,216235.61599546394,2795,237,133
943,20181,-488121.9587276958,222198.59267891949,6746,312,232
944,20183,-236385.00821447154,259566.46266739335,4519,321,163
945,20185,-236245.38734743136,62888.417941684354,4752,568,307
946,20187,-505786.51993093587,22457.310247952697,2394,206,397
947,20189,-466867.12153399456,-21431.876070895916,5460,434,406
2993,55051,444668.81651665474,992614.81572112429,6843,1276,898
948,20191,-129756.399843836,-28443.074469148309,25946,4836,1275
949,20193,-431480.6464969106,218923.38928621652,8179,363,566
950,20195,-332598.0097837231,165284.41118432648,3280,365,191
951,20197,-17595.955600979094,162893.40964970409,6868,2211,331
952,20199,-494794.34591156786,173775.37953597092,1733,100,111
953,20201,-92293.516631944833,256521.61264238693,6413,873,395
954,20203,-461839.53622586088,123049.50275005298,2512,140,181
955,20205,22452.878405534557,6664.2665484627396,10303,1018,897
956,20207,22632.412228969133,43367.738309725581,3754,631,241
957,20209,105825.91895693252,181648.32760606881,157883,34745,44108
958,21001,941704.24752386601,8801.7222885158899,17327,2722,931
959,21003,866152.01278581365,-39164.332905338895,17820,3375,1228
960,21005,955389.76002462511,111872.65855192933,19151,5992,1276
961,21007,616160.94579361856,-26750.103512137732,8304,1783,1226
962,21009,886208.04459970025,-12919.329343997255,38128,3416,5107
963,21011,1061124.8311237183,140809.27521497826,11128,2541,665
964,21013,1087512.400724448,-15596.439264885537,30015,1731,2735
965,21015,965300.96242420468,222062.99399027912,87108,20910,40376
966,21017,1019390.9525036043,142487.08618822804,19366,4339,2604
967,21019,1148502.7460592077,176901.98286608787,49627,5282,11892
968,21021,971078.75442521938,70889.002519062342,27673,3241,8309
969,21023,1023575.3076388907,197461.16588210367,8267,2548,359
970,21025,1106420.8099671062,76310.243541890261,15999,1587,801
971,21027,833614.97699019755,72622.446109912911,18682,3942,552
972,21029,894870.52645217394,101230.59115900959,61590,22213,4197
973,21031,817905.27969591005,7330.4138942707541,12991,2297,1147
974,21033,714667.84751346381,-9165.0366133973457,13026,2095,1017
975,21035,683980.26418899128,-70663.789174191115,34160,2716,3212
976,21037,995325.85386461869,223043.79720702639,88687,27330,11435
977,21039,620332.65845409106,-49532.104523944516,5336,1362,226
978,21041,935440.71095070418,184488.51118197266,10181,991,3335
979,21043,1118128.7453559686,167994.35598138612,26874,4617,1498
980,21045,969681.82258369366,36626.922396679511,15466,2784,627
981,21047,750274.5499804453,-34302.382708564881,72730,4041,21611
982,21049,1028697.1232854543,116996.87903307288,33234,6987,5805
983,21051,1077769.1777300856,31631.974021607431,24458,2283,1286
984,21053,959169.29027401144,-31683.915817725563,9637,999,1213
985,21055,692618.27204917348,12289.886722878176,9408,1661,525
986,21057,936239.86925056577,-27621.92279323711,7167,764,399
987,21059,776919.04402561346,62430.191967388906,91657,5822,6946
988,21061,856676.91034912528,11394.720948625327,11639,3009,349
989,21063,1117045.4620310899,145174.53795936293,6767,1358,148
990,21065,1048422.4465185048,88032.10926908681,15307,3043,542
991,21067,1000843.1664557365,121619.79012691621,261408,19168,49544
992,21069,1061820.9317747382,166350.66478632795,13837,2193,719
993,21071,1156038.2432719159,87148.736680596092,42316,3841,3335
994,21073,962151.5986608431,139202.27821576811,47888,4495,13585
995,21075,603675.62798540259,-84331.106547660471,7697,1119,1801
996,21077,956895.0838547413,197024.20235435295,7866,2270,1120
997,21079,999473.09694639407,75981.549803684014,14844,4571,1026
998,21081,978411.73484653479,187374.56237701618,22485,6081,1749
999,21083,649629.12030016864,-61950.27469364732,37049,5266,3345
1000,21085,844601.66964378068,38556.275056455517,24094,2593,1846
1001,21087,915909.09174760222,23923.197238621964,11526,2229,317
1002,21089,1125535.1560338994,194756.58720090409,36836,7861,3639
1003,21091,802602.30813119968,77243.873004888796,8424,1552,3007
1004,21093,874933.27240306675,68406.648576748354,92919,8743,11561
1005,21095,1125611.649804987,3749.6251858069154,32935,1159,1181
1006,21097,1006333.1578091808,167416.91128236271,17997,3351,1193
1007,21099,886519.46925025503,24800.767001062763,17535,2794,1226
1008,21101,734070.31538184208,65750.394546371201,44827,5480,6155
1009,21103,938649.9811497879,160094.47972255177,15032,4154,1131
1010,21105,621334.10667024821,-69119.905091386361,5240,1121,582
1011,21107,741676.1997712407,11586.539575345631,46463,4005,3510
1012,21109,1048696.5085646983,57277.163366754488,13507,1786,773
1013,21111,895372.85039795376,125775.07175764571,694399,25375,100910
1014,21113,992583.17794657697,101396.39882058336,39216,10164,6013
1015,21115,1144140.300212591,118257.89880139781,23315,2622,1547
1016,21117,982390.69753325207,219993.27701478323,151658,45379,28945
1017,21119,1141104.0465278137,62093.081211114986,17593,2259,1086
1018,21121,1069462.4716018997,166.14074875002837,31770,3542,2574
1019,21123,899841.62429502362,53949.418935402944,13398,3377,785
1020,21125,1043263.6433479852,21669.285295110836,52920,4894,5701
1021,21127,1149027.0323110588,143961.66968523595,15553,2416,1047
1022,21129,1071329.9118048241,79954.94376751181,7929,908,435
1023,21131,1107822.211755079,28155.688069475771,12371,1357,415
1024,21133,1153261.240686923,37433.991863699775,25213,2090,1090
1025,21135,1086755.7276369012,187892.90472486027,14111,2788,402
1026,21137,991230.03289228457,54194.837792757804,23410,5824,1203
1027,21139,671498.74907855352,-5518.7096313156371,9811,2704,1355
1028,21141,804395.85781239928,-33133.338252084315,26654,3291,2444
1029,21143,696962.35043554055,-24848.821567776387,8114,1392,921
1030,21145,641374.00697225286,-25385.504055141515,65423,4684,13626
1031,21147,1016319.1541704524,-23839.855885347668,17074,1955,565
1032,21149,763695.35239649075,38379.326852394042,9983,2586,546
1033,21151,1020869.3042411297,87707.393942519324,71309,10424,7420
1034,21153,1126106.7833215897,99916.186087151524,13321,1562,433
1035,21155,937017.2220402339,58845.132344195197,18243,2487,1472
1036,21157,676572.51969019056,-41778.608010170283,30113,5201,3644
1037,21159,1172311.8434774112,117133.3306774627,12586,1009,1101
1038,21161,1047665.4515492134,189954.22536388849,16790,1582,4456
1039,21163,850106.02762402815,95929.545531670228,28189,7513,1465
1040,21165,1076463.0076101073,119801.64970362856,6565,1244,212
1041,21167,967991.63171125145,91585.481900776344,20794,4375,2964
1042,21169,912603.88908980077,-7256.1740527353313,10005,1888,864
1043,21171,908318.02871459571,-39083.46769275907,11700,1266,715
1044,21173,1048028.169816569,126533.86899409011,22650,3640,3975
1045,21175,1106066.5440751296,121577.77184534246,13964,1475,691
1046,21177,777538.49390199513,4406.4795666665786,31795,3202,1680
1047,21179,916777.38387900114,85042.039799349004,37662,6405,2567
1048,21181,1034950.1246274121,158995.83305817001,6789,1888,426
1049,21183,800355.71659850038,36115.435366837781,22933,3940,1303
1050,21185,910937.5586774603,151438.41399216276,46895,14501,6060
1051,21187,962684.83347387065,170929.52628528824,10554,2640,328
1052,21189,1076748.214927604,60817.991887327626,4852,588,193
1053,21191,1000387.6818061888,195341.56250265724,14475,3985,935
1054,21193,1119527.1843472682,46707.732685672905,29259,965,3961
1055,21195,1187749.4630638966,81691.861496831232,68506,3145,5936
1056,21197,1058630.0899825902,105019.00946062004,13251,2654,859
1057,21199,1003226.6028476332,15969.412328890241,56428,2595,4333
1058,21201,1029220.6474502649,178977.23969750153,2271,564,73
1059,21203,1022463.5416582703,47819.213660642235,16623,3111,843
1060,21205,1088040.6853299313,150143.00945118009,22077,2197,3048
1061,21207,962578.1969365417,-1562.6919931330569,16296,1598,1272
1062,21209,986681.14861234021,148041.66410310162,33422,6388,13405
1063,21211,935091.82247364975,133400.09077878483,33574,7412,5467
1064,21213,831769.72741034464,-43698.161173865985,16416,2353,3177
1065,21215,925919.19639461569,111726.63796040826,11911,4593,449
1066,21217,934274.75755357579,37544.447110774658,22874,2281,2294
1067,21219,778243.18644153129,-38311.973879084784,11926,2363,792
1068,21221,717427.65950831107,-47032.06564481472,12657,2090,914
1069,21223,917816.38944855484,176281.44454538566,8227,2831,294
1070,21225,703008.1466635915,47554.705137135556,15378,2117,1717
1071,21227,842883.66295605828,-14252.886724981701,92917,5077,10855
1072,21229,942694.47658374393,82149.526672149703,10920,2043,1297
1073,21231,985222.77794393478,-20329.823525580599,19958,1623,976
1074,21233,727190.08988794067,33894.936099551116,14097,3159,1813
1075,21235,1045807.0101493504,-17826.073222418603,35895,3743,4351
1076,21237,1088547.3506640396,98548.705553384279,7126,1133,570
1077,21239,976261.70793720754,118662.58667919245,23278,6768,5300
1078,22001,344521.96773829026,-798651.55228696449,58795,9078,3350
1079,22003,303251.06835820037,-759866.83331897121,25401,2370,3198
1080,22005,489018.82994138415,-801730.82968103024,77335,16836,12027
1081,22007,476243.14673081366,-836051.11122684274,23324,5507,788
1082,22009,380253.29198054515,-709849.80328902917,41459,4043,1367
1083,22011,253996.92372623237,-761845.58045793069,32979,5250,2775
1084,22013,275618.7342145025,-572037.42301873025,15717,2783,1549
1085,22015,223308.68692785045,-536531.82797183155,99658,20439,18421
1086,22017,197723.93263714726,-548199.12016606494,250990,17475,30447
1087,22019,253910.58150686164,-808421.3539721953,183554,4847,11193
1088,22021,364683.55118847918,-597274.63895572245,10559,1641,513
1089,22023,271108.89373075881,-847350.71599011391,9937,1666,2185
1090,22025,392030.86344769463,-643659.33837500471,10882,1395,659
1091,22027,279580.41649833042,-518879.72118144901,16811,1981,1040
1092,22029,412721.07509870344,-667286.60986403702,20225,2837,1227
1093,22031,212605.85902984082,-606330.82563309523,25502,4816,1983
1094,22033,469400.49446558591,-765531.39556735812,412958,21627,57278
1095,22035,443818.78479074652,-522212.06192300591,9384,701,440
1096,22037,472419.51621045393,-731220.79076657549,21298,4119,1832
1097,22039,343266.56135022646,-749973.37802769686,35414,3869,1525
1098,22041,406029.36495103984,-590940.53001605463,21261,1908,727
1099,22043,325102.90062883293,-653704.14492616151,18734,4644,725
1100,22045,411580.61653107876,-840150.12191097054,73170,7276,8177
1101,22047,446685.52015691495,-797786.38208122447,33321,5042,8266
1102,22049,322424.19197891559,-575506.21766230429,15415,3077,1036
1103,22051,565923.52765269077,-839523.97128462698,454936,73561,69531
1104,22053,306013.31231631018,-802572.557737967,31506,5094,2007
1105,22055,378317.05170956062,-806682.4954304198,190516,11682,31668
1106,22057,540335.59907920903,-870628.05852636497,89775,12584,6886
1107,22059,362445.19716524903,-643704.22007597855,14271,1527,812
1108,22061,311247.57598222082,-542480.26559703064,42575,3335,4948
1109,22063,505613.25431679853,-774773.47409771825,92648,27756,4042
1110,22065,444977.71426393656,-563206.51075407187,13704,1276,967
1111,22067,390646.30203476222,-514903.87781953398,30961,3565,1646
1112,22069,273979.3847755426,-641639.68558272521,39089,2487,2338
1113,22071,584063.01985635818,-811120.8702522146,485610,41091,101011
1114,22073,359371.46212683321,-554408.11330994277,147271,4669,11795
1115,22075,621209.52704944694,-880483.31413288508,26758,3662,10217
1116,22077,420227.07551720866,-748912.82927085122,22759,3990,962
1117,22079,329195.84158844,-698231.65559925057,126445,4304,9152
1118,22081,249839.92723372203,-601120.42498216394,9598,1177,716
1119,22083,396188.28936767537,-559604.33556956414,20935,3132,1460
1120,22085,231147.18423353712,-660686.04278394929,23475,2490,894
1121,22087,620877.81525877712,-830994.90255110094,67278,16836,4846
1122,22089,544033.778614223,-830903.51240605291,48118,11513,11972
1123,22091,504496.55930535519,-732075.23914925451,10548,2432,522
1124,22093,501142.46871841594,-820770.04164815729,21201,3581,4059
1125,22095,528346.30667185481,-809541.52381759929,43248,10044,4914
1126,22097,382062.23898668762,-762884.54890150903,87420,11035,4766
1127,22099,422555.62913952296,-813327.94210276054,48583,10782,3264
1128,22101,439894.75604531163,-857952.34556864528,53377,2461,7974
1129,22103,578565.53146296123,-773889.95185232465,192131,34269,11833
1130,22105,534514.55205415445,-751252.97663886053,100716,12365,6506
1131,22107,437986.4396409046,-603836.14942095068,6535,528,353
1132,22109,498901.08213150065,-890186.80576080666,104756,6798,10711
1133,22111,337311.74800817977,-515816.72903014789,22762,4714,1469
1134,22113,355141.50434331479,-847876.88135586516,54094,8179,3052
1135,22115,267771.51751987386,-710293.06169822707,52744,4130,2811
1136,22117,568084.70621698222,-724811.57961507328,43936,4493,1856
1137,22119,248369.04422346436,-532008.85556779022,41700,5739,2896
1138,22121,449050.36409661319,-774905.64750038553,21577,5797,5956
1139,22123,422876.94236352295,-516989.3175856031,12285,1602,576
1140,22125,436550.83688534715,-729164.25827259768,15145,1784,3124
1141,22127,316425.2537305539,-615617.59689580079,16816,1389,1063
1142,23001,2031140.834046012,1023335.5598801008,103852,13174,10354
1143,23005,2025825.1787828996,985033.52930532885,266109,15387,43485
1144,23007,1989057.0013643536,1105030.0390257158,29498,2844,2582
1145,23009,2156810.2374580661,1117281.9355924781,51967,3187,2892
1146,23011,2057434.1233216757,1058896.9034580507,117177,11017,12464
1147,23013,2112210.8851618301,1044097.0837218439,39666,2587,3797
1148,23015,2085035.4805476863,1026972.3462110464,33697,5537,2412
1149,23017,1979190.5195400862,1047435.7658475892,54787,8173,3497
1150,23019,2111431.9339338415,1189015.1099703887,144937,5391,8703
1151,23021,2050338.8948544648,1221770.3263607407,17245,1736,1209
1152,23023,2064348.9567369958,1008993.3976232685,35176,9347,8665
1153,23025,2009791.542233502,1172652.8351329796,50874,7796,4891
1154,23027,2102302.1646363717,1082474.249856886,36445,6645,2565
1155,23029,2200035.8859086121,1173146.9323327139,33876,1032,640
1156,23031,2012166.505418634,938616.6773276017,187894,38546,9779
1157,24001,1463658.3495730169,371350.45763270138,74804,4410,8639
1158,24003,1652584.4133503782,337984.66043575312,491670,111582,81071
1159,24005,1639568.6745166981,387280.18295484543,755598,176450,144756
1160,24009,1666299.366901095,287529.64257404336,75118,22746,4915
1161,24011,1720561.5252492665,336972.06876657408,29773,7872,2908
1162,24013,1604975.677612215,392002.43487441714,151454,42764,13820
1163,24015,1694957.4613740719,411620.77878323902,86448,23600,7738
1164,24017,1631091.9409974031,276456.9698045351,121229,36853,11420
1165,24019,1713854.6548051205,289817.80147962109,30581,4593,2995
1166,24021,1575608.7419341283,375733.44408159022,196563,41978,24450
1167,24023,1417360.9437456334,352386.11739338993,29838,3502,2420
1168,24025,1664094.2586842789,403488.43485583283,219797,53616,17780
1169,24027,1619574.6980628464,359275.33744931204,249590,83621,68738
1170,24029,1694059.9932028246,375206.65695735515,19252,2525,2715
1171,24031,1599233.0750068785,342068.71948538237,877478,187586,153720
1172,24033,1636075.525648301,314430.32628493645,803111,241489,139594
1173,24035,1699872.2919810202,354897.50624627614,40763,12454,4553
1174,24037,1668433.124223046,260633.76137652074,86498,11052,8032
1175,24039,1744592.1216021962,255255.39422424266,24710,3837,2342
1176,24041,1700479.5460144463,320621.10694015742,33895,3834,7461
1177,24043,1538049.9219153542,383398.59952404554,132051,16371,20446
1178,24045,1749670.032399422,285976.38974604465,84899,9045,10702
1179,24047,1778274.4944806774,273993.50951866683,46828,5714,7546
1180,24510,1645280.5037902056,370293.69241736794,649086,94862,187535
1181,25001,2097470.4124460798,758647.92297984881,223031,14410,7845
1182,25003,1847362.1638390652,768128.50156891753,134769,4656,6578
1183,25005,2029754.1925190375,748803.72291634488,535817,92375,55080
1184,25007,2078529.9720074383,715727.33895067964,15090,314,532
1185,25009,2017290.0701809428,846679.45736688853,725025,117709,78838
1186,25011,1890405.2469162403,803329.80301377177,71471,13876,6095
1187,25013,1899446.9419129384,753973.93728008855,456533,36613,33689
1188,25015,1891306.7773821873,775556.9610105583,152364,29715,20326
1189,25017,1987987.293288267,817223.96875761601,1467248,238257,304283
1190,25019,2128102.5100029004,716132.08908135246,9503,79,645
1191,25021,2011684.6711080838,786043.24804407696,650865,176268,168123
1192,25023,2049335.9662835589,771882.41161404212,474131,111454,45383
1193,25025,2017763.2497064825,807634.22687026276,692745,104695,329496
1194,25027,1950999.571783226,792020.77835492801,752512,93351,54141
1195,26001,978683.51360125456,867876.05107473664,11677,1916,427
1196,26003,723130.22217168997,1031232.644882871,9819,604,705
1197,26005,823246.7802071576,614077.12189269764,105904,25681,19278
1198,26007,971091.92674667505,906128.00017232704,31269,992,2185
1199,26009,853280.81619014777,887631.43765323353,23264,4065,2838
1200,26011,963838.52281274367,796258.930338879,17278,2756,1676
1201,26013,585742.31059078593,1047252.2170576233,8875,408,870
1202,26015,870188.32130599162,619643.34130476741,56931,15948,3405
1203,26017,961251.90698493971,755662.84870955849,110192,17811,10143
1204,26019,788998.92481782904,840191.43410553969,16090,3421,925
1205,26021,787903.76277964888,538816.17292563524,162471,13956,11702
1206,26023,899167.0055293981,546555.17337279953,45875,6060,4115
1207,26025,899278.94813323068,583776.81743299344,138014,10496,14700
1208,26027,822663.57028247125,537999.34439794195,51146,14913,4154
1209,26029,852196.63777040027,919183.32021406398,26171,3113,2680
1210,26031,897366.75400798919,942961.40826801152,26530,2992,1169
1211,26033,881103.00335520995,1036569.5972318164,38593,796,889
1212,26035,889349.85388325469,778413.26600695879,31398,4853,2049
1213,26037,922840.75030296226,665015.86645485309,65020,21223,7539
1214,26039,898930.63054980652,857638.34883788694,14308,2051,1407
1215,26041,703707.80331919284,974908.91577574227,38542,2035,1358
1216,26043,629796.78906485194,978036.00359768677,27460,1154,3244
1217,26045,908302.03957949637,624176.51261228125,104000,29225,19085
1218,26047,866082.70691435772,947403.08649227186,31517,1916,4600
1219,26049,993763.88050058286,682684.49034504045,436965,42525,29224
1220,26051,925781.59515102033,783097.15022951004,26127,4260,1323
1221,26053,485877.70329831942,1011563.2873521005,17219,1390,1325
1222,26055,824430.29148386151,847406.77097704599,78004,4406,12930
1223,26057,917915.95935530216,703691.99634900596,42472,5356,4290
1224,26059,937666.74320247385,547904.50338717701,46698,6804,3603
1225,26061,558984.23395104881,1070982.9146414513,35964,1052,1237
1226,26063,1036708.1648740608,779847.59137131798,36047,2156,2165
1227,26065,945929.25050958758,628816.15595538623,279715,27183,59232
1228,26067,884692.16105253447,660684.36830738443,61712,13814,5414
1229,26069,980120.35820413718,831052.19106479676,27334,1514,2194
1230,26071,577031.66699502291,995910.27509015321,13106,844,286
1231,26073,893974.293255436,739949.80909932707,63444,6326,8285
1232,26075,946639.4927893976,589640.14680821018,158679,16898,10156
1233,26077,856475.99856355635,578787.48057645094,239008,16931,25800
1234,26079,861211.63512417965,853304.76256298914,16640,3763,1359
1235,26081,845352.72425004863,666006.64792910405,576178,25432,77689
1236,26083,597449.76499101601,1125724.4799875054,2274,548,179
