id,unicode,X,Y,population,traveller,visitor
2308,46047,-607652.55477463047,666736.24940921576,7375,418,422
2309,46049,-247369.00451879649,850938.69683197187,2617,169,81
2310,46051,-60288.729268645795,858310.61664778308,7835,582,742
2311,46053,-257514.63221329157,641710.08090468927,4766,234,111
2312,46055,-440577.84366180171,773164.42843686801,2201,84,108
2313,46057,-94028.557085766864,803203.65443950286,5546,1151,322
2314,46059,-238172.13139934943,792284.45555354864,3716,265,115
2315,46061,-143512.29459903503,692591.92229684943,3152,862,141
2316,46063,-584557.50259949791,926491.39130867727,1345,66,48
2317,46065,-317396.18199862196,777572.01436792547,16505,662,1621
2318,46067,-141582.87385566279,654614.86725780682,8060,826,623
2319,46069,-276375.0384314261,793539.84311450948,1655,81,187
2320,46071,-451551.84490613313,706771.07157202077,2940,163,94
2321,46073,-209928.26440003328,737845.18788248545,2259,239,300
2322,46075,-374832.9872043287,732358.31332087191,1182,74,62
2323,46077,-118546.02242461029,769657.91704086587,5803,756,334
2324,46079,-90224.874360248432,730516.50378401414,11217,1161,626
2325,46081,-618742.7496976282,792868.50400672224,21763,1833,1755
2326,46083,-58288.813679717889,647264.75632579613,24557,9409,2737
2327,46085,-307802.94000379473,722127.88297472801,3908,437,297
2328,46087,-109877.07552096914,691972.63450855564,5840,1156,317
2329,46089,-250733.643420726,928399.687371345,2889,190,114
2330,46091,-124452.16567461468,924313.66379787354,4593,341,557
2331,46093,-531991.05190402013,809461.02471129794,24252,6726,2008
2332,46095,-382563.50126864057,690396.93560472107,2084,211,92
2333,46097,-128632.78039691929,731058.33254248963,2835,288,269
2334,46099,-63545.219388557402,691448.35623383638,149068,3832,17419
2335,46101,-53606.590752636184,730171.95133047493,6571,1379,449
2336,46103,-544851.66958865453,747630.75472092337,88872,2204,7890
2337,46105,-505833.60956588236,910602.97230216453,3333,105,231
2338,46107,-311231.98006573209,852586.98719569319,2679,110,117
2339,46109,-73805.994615042247,909250.94751305133,10004,1126,395
2340,46111,-167061.56216150761,731977.74117285351,2658,510,156
2341,46113,-528273.07150183956,671565.60773174197,12542,206,781
2342,46115,-184905.00707279443,834283.15181710187,7413,465,356
2343,46117,-375977.21089260094,782837.63918757008,2777,1082,512
2344,46119,-326669.31771881197,814381.00482702849,1545,181,76
2345,46121,-381385.35870503687,647000.15276491561,9065,267,345
2346,46123,-313280.99413732224,660889.70969699137,6391,170,264
2347,46125,-92725.816008048088,651173.07554460468,8845,2070,530
2348,46127,-53326.050375324143,597334.54369668744,12564,2930,6728
2349,46129,-315333.88051093393,893429.48462240212,5932,248,292
2350,46135,-113078.00481385588,617740.90057700581,21616,1000,2454
2351,46137,-446003.35322135192,849963.43582501123,2479,231,107
2352,47001,1049984.8025929767,-89510.979228163007,71357,10654,23639
2353,47003,856421.26909662865,-179458.27971351668,37806,5413,2893
2354,47005,707133.98051487037,-130721.31437157959,16537,2540,1087
2355,47007,967441.86628581199,-158238.63062412236,12390,2523,1122
2356,47009,1080264.7324100679,-134354.78650302056,106193,17894,9676
2357,47011,1004071.3027528595,-203833.54173525094,88206,9626,9497
2358,47013,1050357.4476314012,-57291.339888745279,39880,5621,1632
2359,47015,888494.24333580805,-142982.06716961507,12912,3659,928
2360,47017,674014.83427813393,-144274.48368205942,29423,5507,2737
2361,47019,1230199.2734610771,-45323.458776177278,56789,14133,3037
2362,47021,792395.22785691882,-101630.57889526902,35979,13045,3561
2363,47023,664322.91436959384,-207026.97686769583,15549,3736,1203
2364,47025,1092273.036757878,-42611.753344694327,29930,4075,1881
2365,47027,925485.50921965903,-55346.723181585076,7968,1374,348
2366,47029,1148203.8602951642,-98486.699089419912,33595,5577,1809
2367,47031,891056.49136882031,-178520.82419104356,48224,5248,9217
2368,47033,613900.44546571933,-166769.42263519086,14545,2693,1056
2369,47035,981326.21746310545,-116740.19516760786,47027,3131,2419
2370,47037,820162.16992091096,-109290.1174461747,570439,36917,150782
2371,47039,707870.23962570366,-183108.62354655334,11687,1736,921
2372,47041,906850.29744908132,-121749.78645447956,17443,2619,1897
2373,47043,769609.18570303789,-116340.03548702403,43362,8549,5139
2374,47045,587475.99632832117,-141069.04535912283,37325,2812,3796
2375,47047,594105.74319080287,-237344.39217994962,29083,8455,2324
2376,47049,981572.44385987206,-68226.052816889962,16630,1937,466
2377,47051,893396.71002070932,-216033.97361086338,39298,6929,2246
2378,47053,630848.8413462427,-144971.99948404121,48125,7074,5229
2379,47055,808177.71994662215,-219230.58366308166,29460,3932,2585
2380,47057,1108605.1726580178,-64150.65449267911,20653,5748,1471
2381,47059,1168720.9632999816,-67404.44055370726,63081,4236,4642
2382,47061,923772.1604143657,-186520.62122325765,14306,2668,509
2383,47063,1130935.1770669343,-67851.720814923465,58230,4983,11882
2384,47065,976341.57622251997,-204043.76749260625,308547,13125,49144
2385,47067,1130281.8116765162,-33298.148644209854,6786,980,197
2386,47069,631969.42993482074,-233545.76084461849,28124,3461,2023
2387,47071,704816.77733997919,-228762.88426303345,25571,3255,1918
2388,47073,1155902.4813940804,-39112.403228246527,53669,10708,3272
2389,47075,602814.35662421759,-193414.23753066815,19804,3318,1325
2390,47077,682424.5067457963,-179419.15938713754,25595,3738,2838
2391,47079,684029.87421934598,-103182.16738996122,31131,2622,2772
2392,47081,762714.30361065909,-155845.0630802082,22467,5316,869
2393,47083,736262.8319617837,-103911.27661633687,8016,1890,414
2394,47085,733443.38993914193,-131735.95676395079,17920,2683,1950
2395,47087,916418.82920410985,-77974.472872075814,11049,2549,497
2396,47089,1117530.604200274,-88419.834495311443,44566,11204,4631
2397,47091,1251790.599909066,-23761.310356599653,17547,2250,607
2398,47093,1074880.9384273558,-100497.19353881748,382887,26463,55693
2399,47095,578253.27021009591,-110715.6293542746,7943,756,678
2400,47097,570328.53877327021,-175705.10398705772,27108,3222,2156
2401,47099,775585.09410517965,-220547.20839536775,39940,3927,1938
2402,47101,763720.51991331379,-186772.99338202793,11405,2154,567
2403,47103,848919.52113724058,-222195.01203482947,31381,5629,1532
2404,47105,1045217.0101783776,-133390.78268746682,39228,8700,5374
2405,47107,1022168.8917427674,-171170.2801221931,49148,5923,5537
2406,47109,670896.6565548717,-234191.36640152385,24681,4431,2098
2407,47111,884849.51780347538,-61897.299879513674,20472,4061,1012
2408,47113,642497.41170384828,-187708.76844752312,92048,4876,18454
2409,47115,935935.51449329033,-214357.75854165899,27749,6170,2201
2410,47117,829513.43420077441,-187197.29786217897,26863,4116,4220
2411,47119,800024.16937580996,-173361.68742574088,69651,10056,10259
2412,47121,1003477.2002541668,-163487.01920297326,11091,2919,566
2413,47123,1054525.8516745064,-165196.59659275325,39130,5614,4301
2414,47125,763752.47895943595,-77747.427772655501,135536,24906,7473
2415,47127,867982.31176504423,-204061.92802919183,5728,1746,614
2416,47129,1009879.9841154821,-92551.913323077024,19801,4430,761
2417,47131,608652.64456923888,-105984.31851199819,32507,3600,4838
2418,47133,950629.62815862626,-75784.081074690417,20192,4026,1315
2419,47135,729849.09576807625,-176796.87024394842,7613,889,874
2420,47137,966724.96957419452,-49867.417514160654,4933,804,439
2421,47139,1034694.2637898119,-204019.33175653874,16132,4780,1063
2422,47141,934834.20085821976,-100548.21832833068,62487,4296,9787
2423,47143,992324.62272532273,-153979.84503146834,28428,3130,3087
2424,47145,1024871.1816409775,-123132.3529803296,51957,11093,5324
2425,47147,808714.35926867404,-70325.109111098951,54795,15377,4486
2426,47149,856489.76445313287,-142450.11047022211,183600,35364,20754
2427,47151,1018801.1236955998,-58368.149012745009,21170,1547,1366
2428,47153,951928.21438836784,-185366.34788050796,11318,2421,1078
2429,47155,1114541.6178002814,-118905.40406238029,71776,8985,7545
2430,47157,550838.36025493871,-241736.19659174743,898211,19154,80752
2431,47159,892632.23923413642,-92786.884890534435,17784,3192,1760
2432,47161,723438.75405220466,-80834.193882167106,12444,2899,886
2433,47163,1211085.4281827514,-23169.047860282062,152995,18986,26279
2434,47165,845557.62868694076,-73008.697288424621,131207,32829,11718
2435,47167,560765.4024608786,-206007.43263763716,51577,13581,2980
2436,47169,873278.6805365287,-78876.027230888663,7395,2042,862
2437,47171,1206237.3742682212,-69389.0735422328,17686,3404,1649
2438,47173,1079513.6754243937,-66636.143240558042,17891,4729,902
2439,47175,944124.97749936883,-149645.95264497722,5507,1426,327
2440,47177,915287.58472207934,-154763.17220871174,38371,3105,4604
2441,47179,1197599.7690101175,-49983.850223252703,107469,13282,22773
2442,47181,740088.45354811684,-221161.60320745903,16819,2148,776
2443,47183,647387.785624212,-109836.55784071211,34927,4628,2277
2444,47185,941056.18387423886,-124035.81619200016,23160,3334,1893
2445,47187,813013.88788285479,-140983.03855637024,128134,31799,31627
2446,47189,863545.27844980871,-106592.08792928993,89220,25715,10762
2447,48001,32769.376173218174,-635742.95397302415,55062,2830,3311
2448,48003,-621349.28505444981,-559281.97540933057,12949,1121,459
2449,48005,131784.3927333536,-697018.00699807296,80270,3185,5352
2450,48007,-99461.545396101938,-1043704.0493740946,22452,3177,1296
2451,48009,-247626.77521063949,-431292.40216065169,8966,2729,565
2452,48011,-484903.20118995372,-270243.37412077509,2166,532,149
2453,48013,-246874.50165792147,-957078.17648113926,38805,7864,2027
2454,48015,-26808.801455975226,-849907.18497964088,23836,4975,2379
2455,48017,-625167.71130751865,-361691.03649751242,6596,578,493
2456,48019,-313773.12416016369,-860081.77090003295,17755,4468,617
2457,48021,-126308.65340530427,-825050.52859998832,58234,15445,2846
2458,48023,-296052.57173381542,-429661.38944843004,4135,389,147
2459,48025,-170993.98983921172,-1011148.3022470202,32200,2259,1426
2460,48027,-140681.95083406384,-721031.27517638286,239890,12098,30331
2461,48029,-244459.07145389577,-895280.52407668729,1398834,25181,66284
2462,48031,-230535.89712395958,-804944.48036375036,8495,1711,813
2463,48033,-505801.72533660644,-517638.5046375473,715,161,50
2464,48035,-153866.87634920006,-624787.90035446594,17218,3093,817
2465,48037,145545.28753304199,-452459.51130953786,89156,7146,11695
2466,48039,53920.511095107846,-927211.87257825874,243116,42081,16861
2467,48041,-28900.416133424358,-763970.49027823005,153145,4873,9881
2468,48043,-699871.92792014009,-831665.08218675677,8903,338,462
2469,48045,-474107.0160794729,-319539.97886778926,1796,226,85
2470,48047,-221484.98394183425,-1163040.6206790267,7944,557,667
2471,48049,-282854.53196653182,-635705.03371193632,37689,1146,1836
2472,48051,-59486.524066657999,-782539.20616024535,16553,3633,977
2473,48053,-208332.75765294634,-747482.01544017589,34505,5146,2342
2474,48055,-156437.66067188047,-854146.31828479818,32378,8316,1451
2475,48057,-63021.756400156126,-1003868.8645359591,20676,1321,5886
2476,48059,-316008.42292458127,-576229.36270964402,12885,3481,564
2477,48061,-153949.99130666902,-1263709.4764295865,336123,8101,8497
2478,48063,94907.226707462018,-505966.22253096069,11568,1823,1259
2479,48065,-481847.63652177085,-221261.58943686864,6492,1698,534
2480,48067,153676.03177836468,-493490.50826715905,30412,4632,1910
2481,48069,-569839.31343053991,-313788.95539443765,8229,775,444
2482,48071,134543.28778026858,-865436.7226459973,26188,6890,4052
2483,48073,78690.66420250079,-632850.8690845801,46790,4899,2955
2484,48075,-383069.18183393916,-324183.25889262639,7676,195,467
2485,48077,-203039.37914567097,-413481.02125932137,11064,3384,456
2486,48079,-628767.08898698865,-413443.73541418905,3707,364,280
2487,48081,-426427.24717211031,-617256.41855052451,3844,527,326
2488,48083,-325630.55100042076,-634378.01637431141,9180,838,283
2489,48085,-53027.314759688816,-482376.62533591187,499118,134925,80154
2490,48087,-386562.0687811125,-275238.8620831006,3193,255,104
2491,48089,-50955.654494151,-879338.05692794488,20326,2473,1697
2492,48091,-220063.15478973757,-856049.09144399362,78583,16444,12333
2493,48093,-240694.95992711658,-617563.91054014978,13998,1725,984
2494,48095,-366321.82836682932,-682557.83431097341,3963,341,312
2495,48097,-111732.7075600158,-431463.55519522808,36433,5437,2832
2496,48099,-170481.64578009117,-681221.53873018571,75199,23521,4358
2497,48101,-391814.77392915147,-374321.9199004728,1883,177,96
2498,48103,-616604.16462430742,-657512.31985045876,3951,331,352
2499,48105,-516744.90159515123,-742406.06319071364,4012,195,177
2500,48107,-488123.36944279599,-421261.48861281417,7053,919,312
2501,48109,-805482.27103464806,-640537.09134436701,2948,109,155
2502,48111,-587201.78181275353,-116513.43240598263,6224,641,1469
2503,48113,-72449.340638412337,-529244.20724124264,2220848,132587,451858
2504,48115,-553790.71784746321,-514891.78159345174,14935,507,722
2505,48117,-597640.40799551853,-262998.57700570731,18515,1175,944
2506,48119,30271.483523288003,-460320.64170281438,5323,1316,332
2507,48121,-103472.5318331587,-480086.70725136908,438791,131805,37475
2508,48123,-132234.44328697753,-938218.76518872229,19943,2197,1740
2509,48125,-440163.30091438314,-423585.40623352863,2724,186,150
2510,48127,-368896.53565245232,-1004833.4544038429,10160,654,598
2511,48129,-435760.93256820785,-272820.89817645075,3813,453,140
2512,48131,-248554.94061421973,-1090744.4939496911,13007,1592,883
2513,48133,-265246.8366802159,-574595.89897335437,18296,1322,843
2514,48135,-615818.66232231271,-608374.43191443826,120694,7111,6566
2515,48137,-414873.01369164727,-829948.21224459971,2143,191,172
2516,48139,-74400.634708256039,-575859.51042811724,112330,26865,10403
2517,48141,-963397.69663976633,-588855.78138381639,681729,8141,14090
2518,48143,-207936.58246980709,-586261.56632193283,33057,2528,1977
2519,48145,-88838.022770233874,-697706.65884925425,18522,2838,1562
2520,48147,-9846.695488184896,-437181.00464812166,31334,4880,1861
2521,48149,-88805.205806756057,-850657.68140399596,21864,2567,1962
2522,48151,-410008.92822535051,-522696.81230101839,4340,651,403
2523,48153,-485572.78214805573,-370174.14362818765,7734,723,359
2524,48155,-346425.88846953615,-387764.57773222349,1594,186,115
2525,48157,22222.123593947228,-889804.1133173327,358738,103382,39851
2526,48159,72422.615023205639,-483604.56802942685,9459,1750,1250
2527,48161,-14065.90378029589,-647874.05298766075,17902,2524,1662
2528,48163,-303632.53683868062,-957917.92242520105,16203,1216,840
2529,48165,-617717.91696249996,-510830.30456978368,14473,1030,811
2530,48167,100828.43749866649,-906019.01929029031,250675,44112,19243
2531,48169,-490688.09994046553,-469739.90792046348,4904,355,385
2532,48171,-282848.57806609856,-797706.61643832398,20902,1599,1236
2533,48173,-519740.69183406985,-614450.71534353984,1407,198,169
2534,48175,-139716.1450143499,-985154.67643608304,7007,1314,471
2535,48177,-144821.78713264488,-896529.89153836365,18642,1959,1018
2536,48179,-433161.82372798142,-224127.15895065849,22578,1164,1303
2537,48181,-62426.169306905831,-433293.34780069755,110939,10466,8757
2538,48183,110559.16662509856,-560784.72328491695,111255,7017,22154
2539,48185,1387.2127312296268,-777071.72845722141,23601,3895,2162
2540,48187,-188735.33743955402,-881711.66645682463,89841,23781,8386
2541,48189,-533473.01620262454,-367582.98789998365,36581,1981,2641
2542,48191,-426137.60646656965,-321979.46956026478,3749,272,451
2543,48193,-199226.59361474778,-645678.91099560971,8239,1069,714
2544,48195,-476371.94772161159,-123562.98706301046,5347,370,449
2545,48197,-342067.2353286717,-352638.33042184141,4718,580,313
2546,48199,154520.04920342503,-799199.47383967414,48162,12115,3350
2547,48201,58640.828230975138,-853023.59513263206,3414239,96493,288142
2548,48203,152120.95237027531,-552581.87526510493,62040,10274,5195
2549,48205,-590668.70538182044,-165422.67506099347,5561,1111,546
2550,48207,-345559.41364230443,-476822.68009060947,6062,627,441
2551,48209,-195602.28442049806,-828868.95780341001,99267,24457,11442
2552,48211,-382210.02509486763,-177652.72909425144,3335,244,236
2553,48213,13714.206686673771,-591346.74183295539,73332,13083,3197
2554,48215,-219354.51996386622,-1232966.4623423009,573216,12220,8988
2555,48217,-106483.68092166269,-615406.85925252072,32539,4832,2157
2556,48219,-584122.56862030807,-416152.69544184901,22670,3091,1193
2557,48221,-171377.05345898922,-565430.94144499744,41323,8073,2347
2558,48223,40418.65919485323,-486708.94384205469,31999,3494,1888
2559,48225,54733.447233934749,-690812.19108936551,23135,1629,1491
2560,48227,-508938.28961909475,-566328.15483835328,33489,1009,1251
2561,48229,-887204.68187636917,-631770.9493483291,3357,274,219
2562,48231,-7929.8173881805833,-489714.65463813039,76932,12940,6994
2563,48233,-479137.87952551857,-172466.49773975331,23778,1498,1441
2564,48235,-472402.55645012076,-680111.00107084855,1758,389,137
2565,48237,-201142.6891608322,-475143.37814653834,8752,1206,530
2566,48239,-56367.232091982696,-953154.06792141346,14397,2162,1656
2567,48241,188630.04307583399,-752884.07442886778,35552,4599,3193
2568,48243,-776786.94776448619,-724626.14800525992,2233,287,259
2569,48245,177351.76050468985,-848668.99551279633,251667,8824,31250
2570,48247,-269214.0504640023,-1160506.8776369747,5275,464,223
2571,48249,-206955.92015241462,-1086244.3035762897,39361,3868,2998
2572,48251,-127888.74236950255,-571843.27531379205,127627,33627,7777
2573,48253,-361300.58714226255,-525148.98548565595,20754,3269,2076
2574,48255,-181581.19775109584,-956918.79071103304,15403,1274,884
2575,48257,-26866.331582942996,-548140.01477621472,72270,18723,10151
2576,48259,-261489.1612886537,-839820.73032839876,23980,5648,3267
2577,48261,-171629.94421636581,-1175450.4909410039,420,57,145
2578,48263,-442487.24185586005,-472123.3345545234,833,67,94
2579,48265,-322559.2927054445,-824881.22641133366,43848,1820,2441
2580,48267,-359083.04810250684,-776265.0052823174,4484,231,219
2581,48269,-392023.16141787748,-425888.44289117702,358,46,89
2582,48271,-429020.26805663091,-899496.33590531081,3387,272,133
2583,48273,-171742.94321802567,-1120025.3828279225,31590,2721,2215
2584,48275,-344704.65889446792,-429037.90965797281,4253,274,277
2585,48277,39492.735301242785,-428953.41746064089,48596,2085,3680
2586,48279,-581469.03514073393,-364712.66167571943,14663,1183,691
2587,48281,-212882.10769353135,-701986.02719651209,17900,4009,719
2588,48283,-304680.43127378437,-1015743.1155452027,5898,509,422
2589,48285,-90311.763259110608,-905243.479039939,19190,2686,1376
2590,48287,-92713.159669565546,-802456.18707845325,15701,2700,1070
2591,48289,390.568363580209,-693343.98291396385,15395,1770,1626
2592,48291,114293.65692463949,-819875.6356338961,70576,13874,4712
2593,48293,-54886.837045199478,-665471.34217619989,22053,2258,1717
2594,48295,-380235.12730004045,-128411.15488606533,3025,367,270
2595,48297,-208851.01152905461,-1017689.8618715858,12233,1367,711
2596,48299,-256441.17366603331,-755428.66270062444,17077,2439,2183
2597,48301,-713422.60881322122,-603322.49779475015,65,7,49
2598,48303,-536040.70387112431,-418948.81979219074,243109,4704,8426
2599,48305,-538595.65316667641,-467275.5715401292,6489,891,417
2600,48307,-317880.94220406114,-698614.11701431253,8175,399,363
2601,48309,-113659.47797070928,-664138.75645126775,213967,6225,9312
2602,48311,-252371.38615655387,-1016868.883916415,843,102,219
2603,48313,6811.6479735147132,-730140.28910764318,12967,1337,1151
2604,48315,152952.41907484602,-524698.16975871066,10950,2272,1140
2605,48317,-557168.35673957015,-563450.40735316381,4720,625,374
2606,48319,-308179.72579102783,-752475.79867194477,3734,340,166
2607,48321,1960.8614170997787,-964158.61368636158,37873,3549,2636
2608,48323,-422016.21175497939,-967187.11149841256,47343,1517,752
2609,48325,-302042.29948324297,-903918.36702808097,39484,8086,1960
2610,48327,-364168.47374687297,-731248.16844540404,2342,252,157
2611,48329,-567769.54226686945,-611555.32020866685,115560,6710,7415
2612,48331,-93267.754016146879,-749603.21469430509,24290,3351,1720
2613,48333,-245587.1824605432,-667871.83236172819,5107,593,297
2614,48335,-460831.15330311237,-568946.65385368851,9628,714,610
2615,48337,-158779.68915910105,-426646.50852589816,19166,2865,747
2616,48339,47750.741655176542,-803958.50465595128,297296,64945,26286
2617,48341,-527260.74219005124,-169876.83018979875,20121,794,925
2618,48343,117530.0661684349,-490038.1223593594,13027,2312,2390
2619,48345,-437679.95026660111,-372531.95687353535,1435,134,82
2620,48347,130808.8916181683,-656820.31611862802,59224,3502,3597
2621,48349,-44410.260338419917,-609657.6518520778,45202,4347,2334
2622,48351,215296.61354829263,-747516.22484262916,15038,3143,760
2623,48353,-412639.20997577504,-571619.51379691763,15947,766,1151
2624,48355,-160600.13678304228,-1087533.8668213461,313673,9442,17910
2625,48357,-428466.1375295812,-126019.90686067703,8988,463,474
2626,48359,-594043.23155330657,-214003.22040645595,2186,228,453
2627,48361,202688.75167192859,-821708.83810010948,84930,15125,7476
2628,48363,-215461.68634055872,-528423.61919784208,27074,4113,1742
2629,48365,159011.5027140379,-595491.51574023499,22764,2933,1799
2630,48367,-168097.21340531169,-526714.27107551787,89159,24336,7187
2631,48369,-617342.84695395513,-310513.42118080339,9991,662,1475
2632,48371,-641350.5695110223,-727964.12498690805,16667,585,627
2633,48373,111683.27172601108,-748697.87404361495,41539,4151,2475
2634,48375,-530383.16594859713,-218634.91121948749,113762,9549,33747
2635,48377,-793188.18740764738,-803066.88091477845,7355,394,298
2636,48379,19223.747738303158,-517945.56500767166,9196,2251,440
2637,48381,-533669.54730287206,-267249.9813330883,104609,32331,9803
2638,48383,-523206.07841624983,-670386.61209246202,3290,181,217
2639,48385,-369039.21613127837,-848662.61538538174,3067,324,188
2640,48387,87540.152206317478,-433711.03275088372,14297,2084,654
2641,48389,-728747.21263714042,-660906.43953924743,13115,460,567
2642,48391,-114041.12952281529,-1022594.5401049608,7827,934,477
2643,48393,-430759.3480342633,-175230.43084349358,884,244,34
2644,48395,-48814.14730046878,-723195.44568734756,16062,3178,1114
2645,48397,-37905.873536849824,-514822.68443776231,43755,14015,7041
2646,48399,-374608.54830878961,-625993.21922475973,11458,976,619
2647,48401,116282.3879650264,-602252.14441508288,47456,8257,3136
2648,48403,203548.33181571597,-685910.43728714366,10388,1016,834
2649,48405,173559.16822521851,-680812.37798811344,8959,1326,562
2650,48407,79740.161897811791,-772715.42253644357,22549,5890,846
2651,48409,-149859.24508829994,-1056623.812128182,67333,11228,6978
2652,48411,-267705.47891965084,-705099.9452247381,6268,534,368
2653,48413,-432516.72733292042,-727372.50883608998,2929,319,139
2654,48415,-457842.82882831991,-519956.08194401336,16251,711,831
2655,48417,-312463.80521613458,-527445.06913933251,3297,538,278
2656,48419,174852.30789898793,-636439.54367510322,25212,2264,1439
2657,48421,-524253.20414185664,-120696.83310277649,3181,475,228
2658,48423,68414.574926275542,-572954.42854960333,175658,7542,16072
2659,48425,-166396.51957701228,-588675.07872171479,6940,1010,1988
2660,48427,-274837.55772253347,-1213319.2349970324,53733,2470,1325
2661,48429,-264232.35643920768,-529026.15200766991,9636,703,577
2662,48431,-475713.81518282287,-621551.19527672115,1358,142,157
2663,48433,-393975.51788802911,-474687.40733519732,1664,112,97
2664,48435,-434596.35519796115,-771689.79637899832,4024,165,365
2665,48437,-521971.25584015297,-316769.23154131201,8341,893,457
2666,48439,-120317.90594373937,-528301.87797065894,1456919,168373,138651
2667,48441,-364358.50598565891,-573956.15456149052,126649,3700,7849
2668,48443,-583688.40589853947,-793818.72600905562,1059,71,37
2669,48445,-586615.15289633116,-464537.74935931386,12705,1067,597
2670,48447,-297601.9366279752,-478656.45692796516,1831,243,90
2671,48449,95798.001346438425,-478803.91846412752,28138,1780,4326
2672,48451,-422555.20835987123,-671421.62880628265,104083,2236,2472
2673,48453,-171017.80361679129,-798646.18007278466,819692,36738,127307
2674,48455,82202.965855865172,-716063.76974887575,13793,2618,781
2675,48457,155014.13492393025,-750448.45535802783,20854,2948,1113
2676,48459,98639.673834883288,-532366.38255530642,35402,8770,1846
2677,48461,-572384.94298562338,-667101.44264790276,3376,321,280
2678,48463,-365336.86062147521,-901449.18376826204,25900,1151,1272
2679,48465,-496924.70072080713,-835865.14559997153,45020,974,736
2680,48467,15271.024671893345,-552166.95688503119,48324,10645,1879
2681,48469,-95002.262878371432,-970314.04720771965,83937,5720,4997
2682,48471,40853.190532961424,-755245.86518708442,61768,4846,5235
2683,48473,1191.9431857135485,-836202.01774349285,32843,7905,3697
2684,48475,-671400.42205234489,-644513.59534213482,10808,976,621
2685,48477,-38803.289717564265,-813506.61917713005,30423,2183,3060
2686,48479,-329658.2704215367,-1079421.025733239,194576,1365,2494
2687,48481,-21604.730611612886,-917462.32043357007,41220,4581,2082
2688,48483,-384335.9359053126,-226452.81103255376,5253,437,396
2689,48485,-247887.31402367447,-389614.33791250922,131817,2385,8177
2690,48487,-296800.96386821655,-377723.65449057578,14613,523,1134
2691,48489,-167586.97546426323,-1225858.3241445741,20076,2168,734
2692,48491,-153058.21066399771,-764141.15141155792,255379,71017,32935
2693,48493,-203118.06880032236,-926750.71142628393,32721,9137,1338
2694,48495,-663463.72918650182,-607098.61341297999,7083,608,373
2695,48497,-153216.06425165935,-478068.93356116489,49373,10887,2691
2696,48499,57541.631721965256,-527146.78791610128,36811,5641,2380
2697,48501,-632161.03373291891,-461471.85386310407,7274,438,619
2698,48503,-249019.1368473527,-480256.98320528894,17846,959,910
2699,48505,-316382.84011492098,-1163758.3710301963,12088,444,679
2700,48507,-367334.25155986514,-955789.13434593659,11636,921,3402
2701,49001,-1483725.7468142146,231128.83555461801,5998,202,350
2702,49003,-1407352.7129244653,577364.71595231676,42882,4460,5159
2703,49005,-1294363.3819072759,580487.01640397508,91861,4484,3544
2704,49007,-1235730.3807429301,335843.06777047063,20491,971,1385
2705,49009,-1125013.7735896967,459602.25323679484,926,80,169
2706,49011,-1338132.8601348572,504859.62758584059,240422,51448,28639
2707,49013,-1210960.347133104,405503.97882248583,14449,1110,878
2708,49015,-1256502.1843945442,265095.08784406527,10850,1066,888
2709,49017,-1340013.5584358205,149066.78950867945,4747,207,142
2710,49019,-1160779.7392226972,249023.68441899266,8420,259,593
2711,49021,-1498411.7579078805,176970.48580586177,34002,1356,1010
2712,49023,-1418781.1406165704,372679.36032435542,8268,1358,548
2713,49025,-1388857.6617301516,92415.262810132102,6094,754,375
2714,49027,-1457884.7367482861,307937.51750677335,12385,363,408
2715,49029,-1292075.7347013543,508292.1450388977,7165,1951,560
2716,49031,-1389646.8233252778,211936.41844875505,1436,161,67
2717,49033,-1255309.0679175381,563794.3607028682,1965,279,101
2718,49035,-1328750.4295806114,466559.97387574619,901018,27014,78425
2719,49037,-1202798.2175174193,101503.87680249396,14334,830,654
2720,49039,-1323717.2796928305,318700.15098833467,22806,1695,505
2721,49041,-1354534.8520708834,252739.72269437506,18877,723,647
2722,49043,-1245134.974403234,475669.32189870795,29964,5776,5380
2723,49045,-1432820.1378201889,459926.85182094539,41519,8179,2878
2724,49047,-1138179.2312830302,375030.30208533164,25215,1193,936
2725,49049,-1317833.4278114894,402461.68068948167,371811,22599,12643
2726,49051,-1272310.7644385509,418923.68550112657,15421,2992,1242
2727,49053,-1528762.3347156474,116596.67916226629,91206,2300,2033
2728,49055,-1285316.050071887,193522.77926501576,2533,135,155
2729,49057,-1316654.5050324735,532938.13117153139,197437,26631,21832
2730,50001,1808440.930018995,949475.34933095018,36002,5414,2793
2731,50003,1838651.351829181,842502.12163312291,36965,3167,4234
2732,50005,1876843.2786300129,1016524.6805070584,29662,3564,1929
2733,50007,1801621.930631438,997193.89064006798,147161,5493,19856
2734,50009,1897555.9214675112,1052183.6166375112,6445,1708,881
2735,50011,1804000.1326463069,1043289.960965969,45530,8115,2162
2736,50013,1776271.7187225388,1029493.9845855141,6909,2336,260
2737,50015,1831549.4314872473,1021264.7140151816,23285,3434,2454
2738,50017,1868311.8295848574,961566.42014254548,28381,7680,2381
2739,50019,1855929.4857663971,1053055.0638120261,26321,1801,744
2740,50021,1828540.7771694653,902659.76710934145,63373,4213,3238
2741,50023,1842576.3903749704,985859.35118516069,58072,5489,7593
2742,50025,1869690.5940582082,845057.36492263945,44074,4038,6296
2743,50027,1863733.921857205,911336.05678344599,57438,10035,6717
2744,51001,1763354.1632646346,219205.80866669599,38215,3435,2003
2745,51003,1508282.0335885712,197402.07643782062,83532,17644,22419
2746,51005,1388403.100186819,149299.52049707287,17213,1721,2866
