id,unicode,X,Y,population,travellers,visitors
763,1775,12714,2334,663,226,437
764,1776,12711,2327,61,12,49
765,1777,12715,2330,100,41,59
766,1778,12700,2329,150,7,143
767,1779,12687,2324,53,8,45
768,1780,12699,2330,27,2,25
769,1781,12720,2336,715,306,409
770,1782,12728,2333,339,140,199
771,1783,12727,2334,519,294,225
772,1784,12721,2338,3475,1750,1725
773,1785,12719,2335,841,418,423
774,1786,12723,2342,106,28,78
775,1787,12720,2339,1469,651,818
776,1788,12744,2317,13,7,6
777,1789,12738,2325,10,3,7
778,1790,12725,2336,73,16,57
779,1791,12725,2334,93,28,65
780,1792,12725,2335,244,116,128
781,1793,12722,2338,239,64,175
782,1794,12724,2336,688,290,398
783,1795,12725,2338,95,27,68
784,1796,12724,2340,11,3,8
785,1797,12723,2341,401,212,189
786,1798,12721,2329,1,1,0
787,1799,12714,2335,921,369,552
788,1800,12731,2339,103,37,66
789,1801,12732,2339,22,7,15
790,1802,12723,2338,136,30,106
791,1803,12723,2337,312,134,178
792,1804,12729,2336,20,12,8
793,1805,12726,2334,221,123,98
794,1806,12726,2338,44,13,31
795,1807,12737,2340,1,1,0
796,1808,12729,2332,57,15,42
797,1809,12722,2340,198,80,118
798,1810,12720,2332,79,15,64
799,1811,12717,2329,44,8,36
800,1812,12716,2332,123,35,88
801,1813,12721,2335,100,31,69
802,1814,12725,2333,32,16,16
803,1815,12726,2341,53,17,36
804,1816,12709,2329,306,17,289
805,1817,12707,2323,221,110,111
806,1818,12738,2327,11,3,8
807,1819,12720,2322,86,3,83
808,1820,12715,2328,118,43,75
809,1821,12668,2339,31,11,20
810,1822,12666,2333,138,32,106
811,1823,12676,2345,10,5,5
812,1824,12672,2345,32,13,19
813,1825,12674,2335,1,0,1
814,1826,12700,2326,162,15,147
815,1827,12679,2343,36,12,24
816,1828,12712,2319,36,14,22
817,1829,12730,2335,25,5,20
818,1830,12724,2335,350,138,212
819,1831,12713,2328,219,95,124
820,1832,12709,2327,48,21,27
821,1833,12710,2329,371,91,280
822,1834,12692,2332,325,107,218
823,1835,12673,2341,417,185,232
824,1836,12672,2340,121,65,56
825,1837,12671,2339,48,29,19
826,1838,12672,2339,524,236,288
827,1839,12694,2322,9,2,7
828,1840,12682,2323,372,92,280
829,1841,12716,2329,122,48,74
830,1842,12716,2333,550,231,319
831,1843,12714,2332,419,219,200
832,1844,12714,2328,143,53,90
833,1847,12715,2331,28,11,17
834,1848,12708,2334,147,65,82
835,1849,12715,2329,116,53,63
836,1850,12714,2326,79,25,54
837,1851,12714,2331,554,283,271
838,1852,12717,2331,54,24,30
839,1853,12721,2341,174,52,122
840,1854,12721,2340,293,140,153
841,1855,12723,2332,20,13,7
842,1856,12716,2330,105,45,60
843,1857,12720,2334,968,426,542
844,1858,12716,2323,31,1,30
845,1860,12728,2334,180,77,103
846,1861,12727,2335,19,3,16
847,1862,12714,2329,66,37,29
848,1863,12711,2330,192,52,140
849,1864,12720,2335,287,113,174
850,1865,12717,2334,183,66,117
851,1866,12712,2327,11,1,10
852,1867,12720,2331,7,4,3
853,1869,12678,2311,98,6,92
854,1870,12685,2327,4,0,4
855,1871,12675,2314,201,18,183
856,1872,12664,2344,12,1,11
857,1873,12674,2331,112,9,103
858,1874,12688,2322,114,52,62
859,1875,12689,2320,186,62,124
860,1876,12680,2336,60,14,46
861,1877,12724,2325,36,1,35
862,1878,12749,2312,2,0,2
863,1879,12707,2324,145,48,97
864,1880,12678,2336,122,44,78
865,1881,12726,2332,61,30,31
866,1882,12703,2316,35,22,13
867,1883,12683,2333,166,38,128
868,1884,12707,2338,57,22,35
869,1885,12708,2339,23,10,13
870,1886,12674,2341,66,38,28
871,1887,12675,2343,53,22,31
872,1889,12690,2334,7,1,6
873,1890,12667,2338,181,67,114
874,1891,12716,2339,459,150,309
875,1892,12720,2333,367,125,242
876,1893,12715,2339,681,207,474
877,1894,12717,2340,327,69,258
878,1895,12718,2335,839,264,575
879,1896,12713,2336,530,115,415
880,1897,12721,2336,315,105,210
881,1898,12712,2332,44,4,40
882,1899,12718,2339,354,106,248
883,1900,12705,2332,218,82,136
884,1901,12713,2340,2,0,2
885,1902,12722,2336,636,229,407
886,1903,12723,2333,58,11,47
887,1904,12713,2338,71,10,61
888,1905,12714,2340,52,6,46
889,1906,12724,2342,357,142,215
890,1907,12729,2337,32,10,22
891,1908,12697,2335,87,41,46
892,1909,12680,2334,61,33,28
893,1910,12715,2326,42,10,32
894,1911,12707,2333,85,46,39
895,1912,12724,2323,110,66,44
896,1914,12702,2330,83,24,59
897,1915,12680,2337,12,4,8
898,1916,12722,2324,42,2,40
899,1917,12720,2341,64,12,52
900,1918,12718,2334,67,18,49
901,1919,12721,2334,169,31,138
902,1920,12720,2340,128,18,110
903,1921,12713,2334,55,8,47
904,1922,12721,2333,206,49,157
905,1923,12707,2337,5,2,3
906,1924,12715,2338,322,91,231
907,1925,12715,2340,35,2,33
908,1926,12717,2321,146,80,66
909,1927,12679,2341,158,83,75
910,1928,12679,2340,188,101,87
911,1929,12683,2340,36,12,24
912,1930,12692,2333,36,16,20
913,1931,12682,2334,57,7,50
914,1932,12675,2331,110,50,60
915,1936,12734,2333,7,2,5
916,1937,12744,2321,5,1,4
917,1938,12677,2342,272,96,176
918,1939,12679,2337,175,82,93
919,1940,12689,2334,275,52,223
920,1941,12686,2334,122,23,99
921,1942,12698,2323,43,2,41
922,1943,12677,2315,98,5,93
923,1944,12683,2324,95,47,48
924,1945,12693,2323,57,29,28
925,1946,12683,2312,64,16,48
926,1947,12676,2310,19,0,19
927,1948,12673,2329,25,3,22
928,1949,12671,2337,369,171,198
929,1950,12672,2341,462,175,287
930,1951,12690,2320,105,6,99
931,1952,12725,2324,59,23,36
932,1953,12673,2336,92,25,67
933,1954,12672,2335,47,7,40
934,1955,12679,2342,79,26,53
935,1956,12702,2329,74,7,67
936,1957,12692,2321,2,1,1
937,1958,12673,2337,145,56,89
938,1959,12687,2331,3,0,3
939,1960,12678,2331,79,30,49
940,1961,12735,2329,19,13,6
941,1962,12736,2327,69,17,52
942,1963,12729,2333,95,37,58
943,1964,12726,2343,52,15,37
944,1965,12725,2343,48,22,26
945,1966,12722,2342,45,13,32
946,1967,12724,2334,52,13,39
947,1968,12736,2329,10,6,4
948,1969,12710,2336,267,102,165
949,1970,12691,2326,73,19,54
950,1971,12691,2325,50,18,32
951,1972,12680,2340,25,9,16
952,1973,12677,2314,142,30,112
953,1974,12690,2323,37,14,23
954,1975,12677,2343,166,61,105
955,1976,12710,2322,57,8,49
956,1979,12725,2341,89,24,65
957,1980,12723,2331,36,11,25
958,1982,12737,2342,9,2,7
959,1983,12716,2331,43,20,23
960,1984,12724,2333,41,13,28
961,1985,12724,2331,15,5,10
962,1986,12723,2335,33,4,29
963,1987,12682,2331,79,20,59
964,1988,12670,2346,24,9,15
965,1989,12682,2330,28,8,20
966,1990,12696,2334,29,3,26
967,1991,12674,2318,25,3,22
968,1992,12667,2339,65,18,47
969,1993,12669,2337,73,44,29
970,1994,12673,2335,43,9,34
971,1995,12707,2329,95,14,81
972,1996,12690,2327,27,3,24
973,1997,12704,2329,90,28,62
974,1998,12708,2329,27,9,18
975,1999,12692,2323,77,40,37
976,2000,12670,2335,106,41,65
977,2001,12670,2336,126,47,79
978,2002,12697,2324,32,15,17
979,2003,12668,2341,24,3,21
980,2006,12683,2341,101,40,61
981,2007,12681,2338,101,29,72
982,2008,12669,2340,59,19,40
983,2009,12668,2346,19,10,9
984,2010,12671,2343,48,23,25
985,2011,12675,2341,45,21,24
986,2012,12673,2339,112,60,52
987,2013,12677,2338,57,17,40
988,2014,12669,2342,28,6,22
989,2015,12672,2342,246,88,158
990,2016,12684,2338,60,27,33
991,2019,12676,2343,102,42,60
992,2020,12673,2340,162,93,69
993,2021,12677,2344,25,7,18
994,2022,12678,2342,317,174,143
995,2023,12677,2339,29,12,17
996,2024,12677,2334,17,10,7
997,2025,12682,2329,2,1,1
998,2027,12701,2331,4,0,4
999,2028,12679,2331,70,28,42
1000,2029,12665,2332,68,19,49
1001,2030,12686,2325,108,35,73
1002,2031,12703,2328,37,6,31
1003,2032,12674,2343,13,4,9
1004,2033,12678,2340,14,3,11
1005,2034,12666,2335,62,8,54
1006,2035,12665,2334,22,2,20
1007,2036,12669,2333,47,11,36
1008,2037,12670,2342,26,6,20
1009,2038,12667,2346,19,5,14
1010,2040,12689,2329,9,7,2
1011,2041,12691,2333,50,13,37
1012,2042,12701,2336,132,53,79
1013,2043,12722,2330,19,9,10
1014,2044,12724,2338,43,15,28
1015,2045,12724,2337,102,26,76
1016,2046,12716,2340,128,20,108
1017,2047,12724,2341,88,22,66
1018,2048,12706,2339,49,17,32
1019,2049,12708,2337,29,12,17
1020,2050,12709,2337,31,15,16
1021,2051,12710,2337,61,25,36
1022,2052,12706,2338,8,3,5
1023,2053,12718,2333,84,23,61
1024,2054,12722,2333,74,8,66
1025,2055,12714,2338,134,29,105
1026,2056,12722,2339,26,5,21
1027,2057,12666,2332,116,27,89
1028,2058,12710,2330,80,9,71
1029,2059,12680,2342,28,17,11
1030,2061,12680,2335,73,45,28
1031,2062,12677,2345,26,9,17
1032,2063,12735,2330,4,2,2
1033,2064,12733,2332,13,5,8
1034,2065,12710,2338,7,3,4
1035,2066,12708,2323,9,3,6
1036,2067,12702,2316,35,26,9
1037,2068,12673,2342,137,63,74
1038,2069,12688,2334,101,13,88
1039,2070,12676,2313,20,6,14
1040,2073,12709,2323,11,0,11
1041,2074,12665,2338,26,7,19
1042,2075,12676,2326,221,54,167
1043,2076,12677,2346,9,2,7
1044,2077,12665,2333,47,7,40
1045,2078,12720,2327,63,9,54
1046,2079,12692,2334,5,1,4
1047,2080,12677,2332,22,10,12
1048,2081,12682,2338,17,3,14
1049,2082,12704,2338,32,16,16
1050,2083,12685,2332,58,26,32
1051,2084,12700,2335,73,27,46
1052,2085,12706,2334,25,13,12
1053,2086,12699,2338,34,14,20
1054,2087,12667,2331,122,40,82
1055,2088,12666,2338,45,11,34
1056,2089,12711,2319,138,51,87
1057,2090,12706,2328,40,20,20
1058,2092,12682,2326,29,2,27
1059,2093,12687,2333,107,30,77
1060,2094,12681,2311,1,0,1
1061,2095,12684,2328,104,10,94
1062,2096,12681,2334,61,17,44
1063,2097,12733,2340,18,12,6
1064,2098,12695,2337,90,24,66
1065,2099,12667,2327,3,3,0
1066,2100,12717,2324,67,4,63
1067,2101,12722,2341,38,10,28
1068,2102,12734,2326,6,0,6
1069,2103,12731,2336,2,1,1
1070,2104,12728,2340,9,7,2
1071,2105,12732,2340,16,7,9
1072,2106,12723,2340,56,18,38
1073,2107,12723,2343,35,5,30
1074,2108,12728,2332,42,11,31
1075,2109,12726,2340,11,4,7
1076,2110,12688,2324,30,0,30
1077,2111,12717,2322,28,4,24
1078,2112,12720,2330,11,5,6
1079,2113,12721,2330,5,2,3
1080,2117,12697,2340,12,6,6
1081,2118,12694,2340,28,9,19
1082,2119,12673,2344,29,16,13
1083,2120,12668,2347,3,2,1
1084,2121,12730,2325,15,1,14
1085,2123,12670,2341,41,14,27
1086,2124,12720,2328,1,0,1
1087,2125,12731,2325,10,3,7
1088,2126,12730,2333,64,32,32
1089,2127,12699,2336,38,10,28
1090,2128,12716,2321,24,9,15
1091,2129,12679,2314,17,9,8
1092,2130,12731,2338,23,3,20
1093,2131,12712,2334,13,7,6
1094,2132,12712,2333,65,8,57
1095,2133,12727,2344,11,4,7
1096,2134,12726,2344,38,14,24
1097,2135,12721,2342,43,8,35
1098,2136,12731,2326,1,1,0
1099,2137,12737,2326,16,5,11
1100,2138,12740,2324,6,5,1
1101,2139,12742,2324,12,3,9
1102,2140,12742,2323,25,6,19
1103,2141,12678,2317,7,1,6
1104,2143,12700,2338,51,17,34
1105,2144,12697,2338,28,17,11
1106,2145,12677,2318,15,2,13
1107,2146,12679,2339,66,38,28
1108,2147,12674,2340,27,10,17
1109,2148,12669,2336,132,60,72
1110,2149,12668,2337,114,34,80
1111,2150,12671,2341,103,39,64
1112,2151,12673,2333,64,18,46
1113,2152,12730,2340,23,11,12
1114,2153,12716,2325,4,1,3
1115,2154,12726,2333,95,47,48
1116,2155,12719,2330,11,7,4
1117,2156,12717,2330,53,12,41
1118,2157,12715,2327,38,10,28
1119,2158,12699,2325,1,1,0
1120,2159,12692,2325,16,2,14
1121,2160,12673,2343,29,13,16
1122,2161,12721,2331,28,10,18
1123,2162,12678,2339,8,4,4
1124,2163,12679,2345,10,3,7
1125,2164,12681,2342,24,10,14
1126,2165,12687,2338,17,4,13
1127,2170,12674,2339,17,13,4
1128,2171,12684,2343,7,5,2
1129,2172,12669,2345,28,13,15
1130,2173,12682,2343,23,12,11
1131,2174,12675,2339,7,5,2
1132,2175,12684,2344,33,9,24
1133,2176,12678,2341,45,25,20
1134,2177,12738,2326,1,1,0
1135,2178,12686,2338,42,25,17
1136,2179,12675,2342,46,23,23
1137,2181,12685,2340,12,1,11
1138,2183,12678,2344,45,21,24
1139,2184,12665,2342,10,5,5
1140,2185,12674,2342,17,9,8
1141,2186,12667,2336,53,20,33
1142,2187,12677,2311,26,0,26
1143,2189,12725,2337,131,38,93
1144,2190,12726,2335,17,10,7
1145,2191,12734,2334,13,2,11
1146,2192,12734,2336,7,3,4
1147,2193,12712,2336,21,0,21
1148,2194,12735,2325,6,1,5
1149,2195,12734,2340,25,9,16
1150,2197,12667,2329,2,2,0
1151,2198,12732,2325,2,0,2
1152,2199,12667,2337,48,19,29
1153,2201,12692,2335,6,2,4
1154,2202,12691,2336,7,0,7
1155,2203,12701,2338,28,13,15
1156,2206,12730,2334,20,3,17
1157,2207,12671,2321,2,1,1
1158,2208,12721,2343,4,0,4
1159,2209,12676,2344,31,7,24
1160,2210,12666,2342,4,2,2
1161,2211,12667,2344,20,11,9
1162,2212,12733,2335,9,4,5
1163,2213,12731,2340,23,13,10
1164,2214,12743,2323,7,0,7
1165,2215,12746,2323,8,0,8
1166,2217,12722,2334,59,14,45
1167,2219,12716,2341,18,1,17
1168,2220,12729,2335,40,18,22
1169,2222,12676,2346,21,7,14
1170,2223,12666,2330,1,1,0
1171,2224,12666,2336,23,7,16
1172,2225,12712,2320,29,9,20
1173,2231,12724,2332,30,13,17
1174,2232,12666,2343,13,4,9
1175,2233,12696,2314,10,5,5
1176,2234,12750,2312,2,0,2
1177,2235,12722,2335,17,3,14
1178,2236,12665,2344,12,1,11
1179,2240,12684,2340,33,7,26
1180,2241,12675,2319,40,7,33
1181,2242,12668,2344,13,6,7
1182,2243,12669,2339,54,27,27
1183,2244,12729,2334,14,4,10
1184,2245,12737,2328,12,3,9
1185,2247,12689,2322,27,11,16
1186,2248,12676,2317,1,0,1
1187,2249,12708,2322,3,0,3
1188,2250,12667,2334,59,19,40
1189,2251,12710,2321,28,4,24
1190,2252,12679,2313,12,2,10
1191,2253,12708,2328,21,7,14
1192,2254,12699,2326,42,12,30
1193,2255,12718,2322,42,11,31
1194,2256,12678,2318,35,1,34
1195,2257,12680,2327,6,1,5
1196,2258,12698,2332,28,7,21
1197,2259,12683,2331,43,14,29
1198,2260,12675,2337,33,21,12
1199,2261,12676,2337,11,6,5
1200,2262,12667,2341,15,3,12
1201,2263,12676,2342,18,8,10
1202,2265,12668,2342,13,5,8
1203,2266,12691,2340,3,0,3
1204,2267,12674,2344,30,11,19
1205,2268,12690,2324,18,2,16
1206,2269,12700,2339,14,4,10
1207,2270,12664,2338,8,0,8
1208,2274,12696,2342,5,2,3
1209,2275,12704,2337,35,15,20
1210,2276,12665,2335,18,4,14
1211,2277,12732,2337,12,2,10
1212,2278,12729,2340,27,15,12
1213,2279,12735,2340,12,3,9
1214,2280,12727,2332,30,13,17
1215,2281,12681,2339,21,12,9
1216,2282,12666,2339,29,4,25
1217,2283,12686,2335,19,0,19
1218,2284,12689,2321,34,11,23
1219,2285,12687,2321,21,2,19
1220,2286,12730,2337,6,3,3
1221,2287,12722,2323,34,7,27
1222,2288,12675,2327,61,1,60
1223,2289,12684,2327,10,0,10
1224,2291,12719,2334,28,4,24
1225,2292,12722,2343,11,1,10
1226,2293,12700,2331,12,3,9
1227,2294,12688,2330,12,6,6
1228,2295,12711,2336,14,2,12
1229,2296,12694,2341,32,9,23
1230,2299,12749,2311,2,0,2
1231,2300,12747,2323,1,0,1
1232,2301,12701,2335,22,10,12
1233,2302,12685,2335,20,5,15
1234,2303,12703,2335,74,26,48
1235,2304,12708,2335,91,47,44
1236,2305,12673,2330,5,0,5
1237,2306,12676,2340,27,19,8
1238,2307,12679,2344,15,7,8
1239,2308,12672,2347,2,1,1
1240,2309,12675,2344,29,7,22
1241,2310,12678,2345,15,6,9
1242,2311,12671,2345,38,13,25
1243,2312,12678,2337,26,5,21
1244,2313,12677,2333,28,8,20
1245,2314,12685,2338,33,19,14
1246,2316,12683,2344,20,10,10
1247,2317,12682,2342,3,1,2
1248,2318,12682,2336,10,2,8
1249,2319,12672,2331,2,1,1
1250,2320,12687,2334,13,4,9
1251,2321,12733,2336,16,3,13
1252,2322,12685,2344,7,1,6
1253,2323,12717,2341,24,2,22
1254,2328,12725,2342,44,12,32
1255,2329,12731,2335,19,5,14
1256,2330,12704,2336,19,6,13
1257,2331,12737,2327,13,3,10
1258,2333,12709,2335,6,2,4
1259,2334,12705,2334,290,112,178
1260,2335,12741,2327,2,0,2
1261,2336,12743,2328,1,1,0
1262,2341,12666,2346,14,3,11
1263,2342,12748,2323,10,1,9
1264,2343,12718,2341,6,2,4
1265,2346,12698,2339,6,1,5
1266,2347,12698,2340,5,3,2
1267,2348,12726,2345,28,12,16
1268,2349,12724,2346,3,2,1
1269,2350,12668,2326,17,0,17
1270,2353,12707,2322,5,3,2
1271,2355,12681,2341,14,3,11
1272,2356,12666,2347,2,0,2
1273,2358,12688,2326,11,1,10
1274,2359,12734,2343,1,0,1
1275,2360,12731,2341,16,6,10
1276,2361,12717,2325,6,0,6
1277,2362,12743,2318,7,0,7
1278,2365,12674,2346,10,1,9
1279,2366,12726,2346,21,12,9
1280,2369,12683,2337,14,7,7
1281,2371,12735,2341,16,5,11
1282,2372,12693,2322,3,3,0
1283,2374,12723,2322,28,15,13
1284,2376,12694,2339,41,14,27
1285,2378,12678,2346,3,1,2
1286,2379,12686,2327,37,0,37
1287,2380,12676,2347,9,3,6
1288,2381,12683,2336,2,0,2
1289,2382,12735,2344,1,1,0
1290,2383,12733,2343,2,0,2
1291,2384,12733,2342,1,1,0
1292,2385,12732,2342,4,0,4
1293,2386,12729,2338,27,14,13
1294,2387,12728,2335,45,13,32
1295,2388,12700,2323,2,0,2
1296,2389,12666,2340,5,1,4
1297,2391,12719,2340,9,5,4
1298,2392,12666,2337,15,3,12
1299,2393,12684,2337,17,9,8
1300,2394,12709,2322,15,5,10
1301,2395,12683,2334,12,1,11
1302,2398,12709,2334,30,12,18
1303,2399,12705,2338,7,3,4
1304,2400,12702,2332,5,1,4
1305,2401,12708,2338,9,3,6
1306,2404,12694,2342,12,4,8
1307,2405,12693,2342,16,10,6
1308,2407,12674,2345,14,4,10
1309,2408,12675,2345,20,9,11
1310,2409,12699,2331,9,3,6
1311,2410,12727,2341,20,10,10
1312,2411,12718,2340,26,2,24
1313,2412,12726,2336,3,0,3
1314,2413,12726,2337,17,6,11
1315,2414,12739,2324,6,4,2
1316,2415,12733,2339,3,1,2
1317,2416,12724,2330,1,0,1
1318,2417,12688,2321,9,5,4
1319,2418,12709,2339,4,2,2
1320,2423,12702,2338,10,4,6
1321,2424,12707,2335,14,5,9
1322,2425,12730,2339,43,23,20
1323,2426,12728,2341,12,6,6
1324,2427,12726,2342,4,1,3
1325,2428,12685,2345,6,3,3
1326,2429,12667,2330,2,1,1
1327,2432,12665,2346,1,1,0
1328,2435,12736,2341,41,26,15
1329,2436,12729,2325,16,1,15
1330,2437,12708,2331,2,1,1
1331,2438,12716,2328,12,1,11
1332,2439,12726,2331,14,1,13
1333,2441,12688,2337,19,6,13
1334,2442,12709,2333,9,3,6
1335,2443,12684,2334,4,0,4
1336,2444,12711,2325,2,2,0
1337,2446,12725,2344,2,0,2
1338,2449,12722,2332,7,4,3
1339,2450,12743,2324,3,1,2
1340,2451,12668,2325,1,1,0
1341,2453,12697,2342,31,12,19
1342,2456,12673,2346,2,0,2
1343,2457,12721,2326,4,1,3
1344,2458,12722,2322,9,4,5
1345,2460,12674,2336,31,5,26
1346,2461,12711,2331,8,2,6
1347,2462,12678,2316,18,3,15
1348,2463,12709,2332,18,10,8
1349,2464,12680,2344,1,0,1
1350,2465,12731,2334,6,1,5
1351,2466,12748,2319,1,0,1
1352,2467,12737,2341,15,8,7
1353,2468,12709,2331,15,10,5
1354,2470,12734,2337,1,0,1
1355,2472,12732,2332,9,1,8
1356,2473,12732,2336,8,3,5
1357,2474,12734,2339,4,2,2
1358,2475,12734,2335,6,2,4
1359,2476,12730,2338,13,5,8
1360,2477,12690,2340,6,3,3
1361,2478,12664,2337,9,1,8
1362,2479,12732,2341,3,2,1
1363,2480,12741,2324,8,6,2
1364,2481,12707,2334,7,6,1
1365,2485,12735,2334,6,2,4
1366,2486,12733,2334,8,6,2
1367,2488,12664,2345,1,0,1
1368,2490,12718,2331,2,0,2
1369,2491,12722,2329,1,1,0
1370,2492,12674,2319,10,2,8
1371,2493,12728,2324,22,6,16
1372,2494,12713,2320,8,5,3
1373,2495,12708,2326,11,2,9
1374,2496,12676,2316,6,1,5
1375,2497,12699,2333,24,6,18
1376,2498,12665,2337,26,6,20
1377,2502,12703,2339,22,12,10
1378,2504,12680,2310,3,1,2
1379,2507,12668,2327,3,0,3
1380,2510,12684,2325,8,7,1
1381,2511,12675,2317,2,2,0
1382,2512,12681,2337,5,0,5
1383,2514,12672,2344,10,2,8
1384,2517,12718,2324,1,0,1
1385,2518,12721,2328,12,2,10
1386,2522,12707,2331,13,3,10
1387,2523,12700,2316,5,3,2
1388,2524,12716,2324,18,1,17
1389,2526,12665,2345,6,3,3
1390,2528,12670,2344,3,0,3
1391,2529,12669,2344,8,5,3
1392,2530,12691,2316,6,3,3
1393,2531,12695,2340,8,1,7
1394,2533,12696,2340,18,11,7
1395,2534,12679,2310,10,1,9
1396,2535,12743,2322,3,1,2
1397,2536,12739,2327,1,1,0
1398,2537,12734,2330,9,6,3
1399,2538,12677,2347,3,2,1
1400,2539,12724,2343,7,0,7
1401,2540,12670,2322,1,1,0
1402,2543,12689,2325,1,0,1
1403,2544,12737,2325,4,2,2
1404,2545,12734,2331,1,0,1
1405,2546,12733,2331,8,3,5
1406,2547,12715,2321,6,4,2
1407,2552,12678,2325,2,0,2
1408,2553,12689,2328,3,0,3
1409,2554,12715,2318,3,1,2
1410,2555,12668,2328,1,1,0
1411,2557,12676,2318,2,1,1
1412,2558,12676,2339,8,5,3
1413,2559,12677,2326,3,1,2
1414,2560,12680,2328,15,2,13
1415,2561,12672,2346,14,2,12
1416,2565,12687,2325,34,0,34
1417,2571,12689,2339,2,1,1
1418,2572,12730,2336,2,0,2
1419,2573,12679,2324,23,1,22
1420,2574,12734,2341,5,2,3
1421,2575,12684,2313,6,0,6
1422,2579,12673,2345,12,3,9
1423,2580,12705,2317,14,8,6
1424,2581,12697,2339,7,2,5
1425,2583,12743,2319,18,4,14
1426,2584,12727,2343,4,1,3
1427,2585,12725,2346,2,0,2
1428,2586,12675,2335,7,0,7
1429,2587,12662,2344,4,0,4
1430,2589,12684,2342,5,2,3
1431,2590,12745,2323,1,0,1
1432,2592,12717,2332,3,0,3
1433,2593,12710,2335,14,10,4
1434,2594,12736,2325,1,1,0
1435,2595,12742,2321,1,0,1
1436,2597,12732,2335,5,2,3
1437,2598,12732,2334,7,2,5
1438,2599,12731,2332,5,0,5
1439,2605,12713,2322,1,0,1
1440,2606,12700,2333,16,6,10
1441,2607,12675,2347,5,1,4
1442,2609,12666,2327,1,1,0
1443,2610,12711,2338,3,1,2
1444,2611,12723,2339,3,2,1
1445,2613,12698,2331,6,0,6
1446,2614,12727,2338,1,0,1
1447,2615,12733,2338,3,0,3
1448,2616,12682,2311,3,2,1
1449,2620,12727,2324,4,1,3
1450,2621,12722,2327,8,2,6
1451,2622,12687,2327,6,0,6
1452,2623,12701,2332,1,0,1
1453,2624,12688,2327,3,1,2
1454,2629,12711,2326,1,0,1
1455,2638,12751,2318,1,1,0
1456,2639,12675,2349,10,1,9
1457,2640,12699,2339,9,4,5
1458,2641,12686,2341,3,0,3
1459,2642,12733,2325,3,0,3
1460,2643,12669,2327,4,2,2
1461,2644,12665,2343,4,2,2
1462,2645,12676,2309,1,0,1
1463,2646,12668,2329,6,5,1
1464,2647,12710,2332,1,0,1
1465,2649,12677,2310,4,0,4
1466,2650,12741,2321,5,0,5
1467,2651,12695,2314,4,2,2
1468,2652,12712,2323,7,0,7
1469,2656,12705,2337,2,1,1
1470,2658,12682,2344,2,1,1
1471,2660,12674,2338,8,0,8
1472,2661,12668,2343,8,6,2
1473,2662,12665,2331,6,2,4
1474,2663,12716,2322,3,0,3
1475,2664,12675,2308,1,0,1
1476,2666,12675,2318,1,0,1
1477,2667,12686,2331,1,1,0
1478,2669,12686,2328,3,0,3
1479,2671,12670,2343,9,3,6
1480,2672,12688,2335,6,1,5
1481,2674,12672,2330,4,4,0
1482,2675,12683,2345,5,1,4
1483,2678,12709,2338,5,1,4
1484,2679,12699,2316,12,8,4
1485,2680,12745,2319,1,1,0
1486,2681,12736,2334,7,2,5
1487,2683,12731,2337,1,1,0
1488,2684,12680,2339,1,0,1
1489,2686,12699,2324,3,1,2
1490,2688,12722,2325,6,2,4
1491,2689,12682,2335,1,0,1
1492,2692,12713,2323,1,0,1
1493,2695,12716,2326,2,0,2
1494,2697,12711,2332,2,1,1
1495,2702,12685,2314,3,3,0
1496,2706,12676,2341,2,0,2
1497,2707,12738,2341,2,2,0
1498,2708,12668,2348,2,1,1
1499,2710,12753,2318,1,0,1
1500,2711,12753,2319,2,1,1
1501,2712,12744,2318,4,2,2
1502,2714,12734,2325,5,1,4
1503,2715,12675,2316,2,0,2
1504,2718,12728,2342,3,2,1
1505,2720,12733,2341,1,1,0
1506,2721,12730,2330,2,0,2
1507,2724,12737,2335,1,1,0
1508,2725,12746,2324,2,0,2
1509,2726,12667,2340,31,7,24
1510,2727,12744,2320,2,2,0
1511,2728,12725,2331,5,2,3
1512,2730,12732,2338,2,0,2
1513,2731,12740,2321,2,1,1
1514,2732,12735,2328,3,1,2
1515,2733,12669,2347,2,1,1
1516,2735,12721,2324,2,0,2
1517,2737,12721,2344,2,2,0
1518,2738,12679,2325,1,0,1
1519,2741,12669,2343,3,1,2
1520,2744,12683,2328,3,1,2
1521,2746,12713,2327,7,2,5
1522,2748,12679,2328,5,4,1
1523,2749,12677,2316,3,0,3
1524,2751,12735,2342,1,0,1
1525,2752,12729,2341,2,0,2
1526,2753,12729,2326,1,0,1
1527,2754,12727,2342,1,1,0
1528,2756,12744,2322,1,0,1
1529,2758,12679,2332,3,0,3
1530,2759,12700,2324,1,0,1
1531,2760,12688,2339,2,0,2
1532,2768,12680,2333,3,0,3
1533,2770,12688,2325,1,1,0
1534,2773,12735,2326,2,0,2
1535,2774,12664,2333,1,0,1
1536,2776,12684,2339,5,4,1
1537,2781,12690,2321,2,1,1
1538,2782,12690,2325,2,1,1
1539,2785,12689,2324,3,0,3
1540,2790,12684,2324,2,1,1
1541,2791,12729,2331,2,0,2
1542,2793,12676,2348,3,2,1
1543,2794,12663,2345,1,1,0
1544,2795,12727,2337,3,2,1
1545,2796,12728,2337,2,1,1
1546,2798,12673,2332,1,0,1
1547,2806,12745,2320,1,0,1
1548,2807,12675,2348,4,1,3
1549,2808,12699,2323,2,2,0
1550,2811,12686,2340,1,0,1
1551,2812,12711,2324,3,0,3
