id,unicode,X,Y,population,travellers,visitors
928,1928,73,93,71,36,35
929,1929,44,86,116,58,58
930,1930,41,80,77,39,38
931,1931,54,118,43,20,23
932,1932,53,139,51,26,25
933,1933,77,99,154,76,78
934,1934,83,53,33,16,17
935,1935,46,90,41,21,20
936,1936,68,66,53,27,26
937,1937,66,65,37,20,17
938,1938,69,85,122,61,61
939,1939,53,85,69,34,35
940,1940,93,48,8,4,4
941,1941,96,45,34,17,17
942,1942,43,44,106,53,53
943,1943,46,43,33,16,17
944,1944,73,64,60,30,30
945,1945,88,54,24,12,12
946,1946,72,88,130,65,65
947,1947,45,99,104,52,52
948,1948,67,86,68,34,34
949,1949,35,77,60,29,31
950,1950,40,87,72,36,36
951,1951,64,43,164,82,82
952,1952,76,69,10,5,5
953,1953,83,65,72,37,35
954,1954,79,70,70,35,35
955,1955,66,99,69,36,33
956,1956,78,89,216,110,106
957,1957,88,57,61,30,31
958,1958,26,21,83,39,44
959,1959,73,83,170,84,86
960,1960,81,82,45,23,22
961,1961,50,94,56,28,28
962,1962,80,87,126,61,65
963,1963,78,46,54,26,28
964,1964,80,44,234,117,117
965,1965,54,38,131,66,65
966,1966,86,48,38,19,19
967,1967,78,104,49,24,25
968,1968,86,70,18,10,8
969,1969,58,101,67,34,33
970,1970,40,96,170,85,85
971,1971,29,68,79,39,40
972,1972,80,92,155,77,78
973,1973,74,86,22,11,11
974,1974,65,119,57,28,29
975,1975,72,87,41,21,20
976,1976,121,52,6,3,3
977,1977,26,123,94,47,47
978,1978,64,59,63,31,32
979,1979,40,118,48,24,24
980,1980,74,69,50,25,25
981,1981,74,60,119,59,60
982,1982,80,85,104,52,52
983,1983,44,92,34,16,18
984,1984,59,38,90,45,45
985,1985,79,89,29,14,15
986,1986,85,63,60,30,30
987,1987,50,108,101,51,50
988,1988,98,43,25,12,13
989,1989,31,113,59,29,30
990,1990,76,72,62,31,31
991,1991,45,73,154,78,76
992,1992,45,68,108,54,54
993,1993,35,128,58,29,29
994,1994,72,82,123,60,63
995,1995,75,79,15,8,7
996,1996,62,30,87,40,47
997,1997,76,103,176,87,89
998,1998,30,97,42,21,21
999,1999,25,85,152,76,76
1000,2000,71,85,171,85,86
1001,2001,83,90,179,87,92
1002,2002,84,38,16,8,8
1003,2003,82,40,69,35,34
1004,2004,49,62,75,38,37
1005,2005,79,68,66,34,32
1006,2006,20,25,128,64,64
1007,2007,79,101,26,13,13
1008,2008,83,74,99,50,49
1009,2009,58,82,32,16,16
1010,2010,53,123,118,58,60
1011,2011,73,70,59,30,29
1012,2012,82,44,144,72,72
1013,2013,58,65,22,11,11
1014,2014,83,50,28,14,14
1015,2015,83,52,20,10,10
1016,2016,57,99,40,20,20
1017,2017,61,103,106,53,53
1018,2018,66,74,98,49,49
1019,2019,54,89,15,7,8
1020,2020,48,136,62,31,31
1021,2021,53,79,174,89,85
1022,2022,87,74,31,16,15
1023,2023,86,69,51,25,26
1024,2024,69,142,103,51,52
1025,2025,92,47,22,11,11
1026,2026,89,54,18,9,9
1027,2027,72,92,22,11,11
1028,2028,78,82,67,34,33
1029,2029,70,72,47,24,23
1030,2030,75,85,41,20,21
1031,2031,79,80,16,8,8
1032,2032,75,84,26,13,13
1033,2033,95,39,3,2,1
1034,2034,53,126,76,38,38
1035,2035,73,99,81,41,40
1036,2036,69,117,135,68,67
1037,2037,86,57,32,16,16
1038,2038,45,104,38,19,19
1039,2039,71,86,62,33,29
1040,2040,88,75,18,9,9
1041,2041,73,59,42,21,21
1042,2042,66,85,125,62,63
1043,2043,30,66,32,16,16
1044,2044,69,98,87,44,43
1045,2045,32,104,153,78,75
1046,2046,66,134,22,11,11
1047,2047,78,70,97,49,48
1048,2048,88,38,9,5,4
1049,2049,83,35,26,13,13
1050,2050,77,59,54,27,27
1051,2051,62,108,130,67,63
1052,2052,75,88,87,43,44
1053,2053,55,62,75,38,37
1054,2054,79,55,30,15,15
1055,2055,82,92,56,27,29
1056,2056,34,107,24,12,12
1057,2057,46,60,44,22,22
1058,2058,78,60,42,21,21
1059,2059,73,98,49,25,24
1060,2060,87,52,21,10,11
1061,2061,66,80,20,10,10
1062,2062,63,84,32,16,16
1063,2063,82,39,52,26,26
1064,2064,57,47,163,84,79
1065,2065,75,82,55,28,27
1066,2066,41,94,52,26,26
1067,2067,82,80,172,86,86
1068,2068,45,136,69,34,35
1069,2069,89,67,51,27,24
1070,2070,57,107,164,82,82
1071,2071,73,74,70,35,35
1072,2072,51,123,58,28,30
1073,2073,65,108,76,37,39
1074,2074,56,73,64,32,32
1075,2075,79,69,72,33,39
1076,2076,84,65,21,11,10
1077,2077,89,64,111,55,56
1078,2078,80,97,144,72,72
1079,2079,74,82,38,18,20
1080,2080,43,95,29,15,14
1081,2081,64,70,156,78,78
1082,2082,82,56,30,15,15
1083,2083,48,58,88,43,45
1084,2084,78,84,82,41,41
1085,2085,56,82,74,37,37
1086,2086,62,86,69,35,34
1087,2087,40,77,38,17,21
1088,2088,77,98,142,71,71
1089,2089,79,104,96,48,48
1090,2090,48,59,68,34,34
1091,2091,49,43,16,7,9
1092,2092,49,44,38,19,19
1093,2093,49,90,51,25,26
1094,2094,66,145,31,13,18
1095,2095,76,82,39,19,20
1096,2096,52,83,18,9,9
1097,2097,87,77,14,7,7
1098,2098,94,45,66,33,33
1099,2099,71,88,70,35,35
1100,2100,74,88,56,28,28
1101,2101,49,76,139,70,69
1102,2102,59,84,89,45,44
1103,2103,75,78,63,32,31
1104,2104,74,83,57,29,28
1105,2105,25,145,52,27,25
1106,2106,83,56,18,9,9
1107,2107,66,83,59,29,30
1108,2108,73,78,59,31,28
1109,2109,78,76,14,7,7
1110,2110,93,60,34,16,18
1111,2111,69,59,96,48,48
1112,2112,1,117,51,26,25
1113,2113,83,92,116,59,57
1114,2114,35,38,40,21,19
1115,2115,21,114,132,66,66
1116,2116,9,58,36,20,16
1117,2117,76,60,60,30,30
1118,2118,83,34,56,28,28
1119,2119,82,76,22,11,11
1120,2120,57,125,133,66,67
1121,2121,69,103,136,70,66
1122,2122,77,57,67,33,34
1123,2123,55,78,167,84,83
1124,2124,77,78,60,30,30
1125,2125,80,74,26,14,12
1126,2126,79,73,36,18,18
1127,2127,76,87,80,40,40
1128,2128,92,63,19,11,8
1129,2129,95,53,14,7,7
1130,2130,45,90,71,35,36
1131,2131,62,73,68,34,34
1132,2132,42,137,56,29,27
1133,2133,57,145,33,17,16
1134,2134,72,20,19,10,9
1135,2135,30,99,30,15,15
1136,2136,47,119,95,47,48
1137,2137,40,114,47,23,24
1138,2138,55,105,91,45,46
1139,2139,77,83,50,25,25
1140,2140,35,135,86,44,42
1141,2141,67,98,153,78,75
1142,2142,58,70,54,27,27
1143,2143,64,85,96,49,47
1144,2144,85,59,20,10,10
1145,2145,81,60,39,20,19
1146,2146,73,73,33,17,16
1147,2147,79,76,36,18,18
1148,2148,57,126,164,83,81
1149,2149,38,30,91,45,46
1150,2150,76,65,70,35,35
1151,2151,54,88,80,40,40
1152,2152,46,87,43,23,20
1153,2153,68,126,72,37,35
1154,2154,79,75,39,19,20
1155,2155,81,67,10,4,6
1156,2156,10,97,29,15,14
1157,2157,77,69,83,42,41
1158,2158,76,78,58,29,29
1159,2159,40,44,95,48,47
1160,2160,72,102,87,45,42
1161,2161,75,80,44,22,22
1162,2162,41,42,57,29,28
1163,2163,6,141,63,32,31
1164,2164,69,67,27,15,12
1165,2165,71,72,78,39,39
1166,2166,70,57,81,41,40
1167,2167,37,80,42,21,21
1168,2168,45,42,48,24,24
1169,2169,16,24,140,71,69
1170,2170,73,86,111,56,55
1171,2171,72,77,8,4,4
1172,2172,63,82,50,25,25
1173,2173,64,132,24,12,12
1174,2174,75,76,56,28,28
1175,2175,100,54,2,1,1
1176,2176,80,79,20,10,10
1177,2177,77,97,58,29,29
1178,2178,86,59,67,33,34
1179,2179,83,68,37,18,19
1180,2180,88,21,15,8,7
1181,2181,65,88,80,40,40
1182,2182,68,83,90,45,45
1183,2183,45,65,64,33,31
1184,2184,52,25,31,16,15
1185,2185,86,76,36,18,18
1186,2186,84,40,79,41,38
1187,2187,76,92,92,46,46
1188,2188,78,93,32,16,16
1189,2189,80,72,79,39,40
1190,2190,78,103,239,118,121
1191,2191,64,82,78,39,39
1192,2192,81,78,43,22,21
1193,2193,92,66,19,9,10
1194,2194,95,55,6,3,3
1195,2195,89,65,44,22,22
1196,2196,44,78,82,41,41
1197,2197,40,88,32,16,16
1198,2198,58,80,91,45,46
1199,2199,87,69,25,12,13
1200,2200,80,62,40,20,20
1201,2201,73,103,71,36,35
1202,2202,78,94,74,37,37
1203,2203,92,30,27,14,13
1204,2204,117,43,2,1,1
1205,2205,78,75,46,23,23
1206,2206,69,86,64,33,31
1207,2207,55,83,72,36,36
1208,2208,68,145,26,13,13
1209,2209,66,133,36,18,18
1210,2210,73,85,112,56,56
1211,2211,74,109,22,11,11
1212,2212,72,80,179,89,90
1213,2213,76,77,64,32,32
1214,2214,88,64,77,37,40
1215,2215,81,72,43,21,22
1216,2216,64,96,97,47,50
1217,2217,80,70,36,17,19
1218,2218,74,85,52,26,26
1219,2219,30,89,44,22,22
1220,2220,61,118,49,24,25
1221,2221,80,57,61,31,30
1222,2222,78,85,83,41,42
1223,2223,84,37,73,37,36
1224,2224,63,78,46,23,23
1225,2225,40,82,65,32,33
1226,2226,71,60,69,35,34
1227,2227,82,48,23,11,12
1228,2228,49,40,4,2,2
1229,2229,77,84,26,13,13
1230,2230,92,62,40,20,20
1231,2231,74,78,29,14,15
1232,2232,96,34,6,3,3
1233,2233,74,72,20,10,10
1234,2234,76,86,25,13,12
1235,2235,92,65,29,14,15
1236,2236,50,42,17,8,9
1237,2237,80,53,50,25,25
1238,2238,82,53,24,12,12
1239,2239,79,94,102,51,51
1240,2240,92,42,51,26,25
1241,2241,92,50,39,19,20
1242,2242,81,77,22,11,11
1243,2243,94,50,8,4,4
1244,2244,87,75,21,11,10
1245,2245,85,60,36,18,18
1246,2246,35,125,44,22,22
1247,2247,77,87,8,4,4
1248,2248,79,96,100,50,50
1249,2249,73,63,48,23,25
1250,2250,53,87,50,25,25
1251,2251,30,68,42,21,21
1252,2252,49,60,86,43,43
1253,2253,28,66,21,11,10
1254,2254,67,76,73,37,36
1255,2255,94,59,21,10,11
1256,2256,86,74,22,11,11
1257,2257,67,136,41,20,21
1258,2258,1,145,86,43,43
1259,2259,58,83,93,47,46
1260,2260,87,64,29,15,14
1261,2261,49,72,117,58,59
1262,2262,81,66,89,45,44
1263,2263,30,67,33,17,16
1264,2264,88,69,19,10,9
1265,2265,40,97,22,11,11
1266,2266,84,49,39,20,19
1267,2267,90,68,20,10,10
1268,2268,17,116,66,33,33
1269,2269,76,83,34,17,17
1270,2270,80,76,20,10,10
1271,2271,81,69,30,14,16
1272,2272,31,68,13,7,6
1273,2273,78,56,30,15,15
1274,2274,30,3,13,6,7
1275,2275,31,108,16,8,8
1276,2276,101,44,4,2,2
1277,2277,79,72,22,11,11
1278,2278,38,20,40,19,21
1279,2279,65,77,69,34,35
1280,2280,40,123,46,23,23
1281,2281,75,83,16,8,8
1282,2282,76,90,43,23,20
1283,2283,74,84,34,17,17
1284,2284,81,76,52,26,26
1285,2285,82,75,22,11,11
1286,2286,76,74,15,7,8
1287,2287,82,72,34,18,16
1288,2288,50,92,41,20,21
1289,2289,94,49,4,2,2
1290,2290,59,53,36,18,18
1291,2291,96,58,10,5,5
1292,2292,97,48,8,4,4
1293,2293,94,52,14,7,7
1294,2294,85,76,42,23,19
1295,2295,36,124,39,19,20
1296,2296,40,85,25,13,12
1297,2297,64,133,61,30,31
1298,2298,78,73,32,16,16
1299,2299,101,55,16,9,7
1300,2300,85,73,42,20,22
1301,2301,83,54,18,9,9
1302,2302,80,78,14,7,7
1303,2303,77,82,18,9,9
1304,2304,152,67,2,1,1
1305,2305,69,147,44,22,22
1306,2306,74,87,20,10,10
1307,2307,45,10,8,4,4
1308,2308,85,64,42,21,21
1309,2309,83,75,20,10,10
1310,2310,78,67,22,11,11
1311,2311,45,145,26,13,13
1312,2312,87,54,32,16,16
1313,2313,83,73,22,11,11
1314,2314,77,88,10,5,5
1315,2315,41,117,26,13,13
1316,2316,64,139,36,18,18
1317,2317,87,65,24,11,13
1318,2318,41,86,72,36,36
1319,2319,84,76,26,13,13
1320,2320,97,55,4,2,2
1321,2321,16,18,37,18,19
1322,2322,71,64,38,19,19
1323,2323,76,75,12,6,6
1324,2324,50,43,53,26,27
1325,2325,93,62,34,17,17
1326,2326,31,97,15,8,7
1327,2327,88,50,4,2,2
1328,2328,85,40,20,9,11
1329,2329,98,55,3,2,1
1330,2330,85,72,6,3,3
1331,2331,45,96,26,13,13
1332,2332,30,96,4,2,2
1333,2333,68,88,19,10,9
1334,2334,107,34,4,2,2
1335,2335,91,37,8,4,4
1336,2336,26,68,38,18,20
1337,2337,81,70,22,11,11
1338,2338,49,39,25,14,11
1339,2339,71,87,38,19,19
1340,2340,89,59,6,3,3
1341,2341,97,27,2,1,1
1342,2342,76,84,10,5,5
1343,2343,79,82,12,7,5
1344,2344,96,48,8,4,4
1345,2345,84,72,11,5,6
1346,2346,85,69,7,3,4
1347,2347,69,121,4,2,2
1348,2348,84,70,24,12,12
1349,2349,100,53,2,1,1
1350,2350,73,76,12,6,6
1351,2351,74,76,2,1,1
1352,2352,84,73,4,2,2
1353,2353,72,86,12,6,6
1354,2354,108,45,2,1,1
1355,2355,60,54,14,7,7
1356,2356,87,59,6,3,3
1357,2357,80,75,11,5,6
1358,2358,92,64,18,9,9
1359,2359,109,39,2,1,1
1360,2360,79,34,17,8,9
1361,2361,32,114,2,1,1
1362,2362,116,47,6,4,2
1363,2363,65,83,15,7,8
1364,2364,145,62,2,1,1
1365,2365,75,87,16,8,8
1366,2366,77,79,4,2,2
1367,2367,67,82,4,2,2
1368,2368,114,36,1,1,0
1369,2369,67,133,6,3,3
1370,2370,66,84,28,14,14
1371,2371,96,52,4,2,2
1372,2372,113,48,4,2,2
1373,2373,92,54,3,1,2
1374,2374,90,56,20,10,10
1375,2375,95,37,2,2,0
1376,2376,98,39,10,5,5
1377,2377,40,148,5,2,3
1378,2378,82,74,2,1,1
1379,2379,105,46,4,2,2
1380,2380,75,72,10,5,5
1381,2381,93,53,2,1,1
1382,2382,100,50,2,1,1
1383,2383,111,52,2,1,1
1384,2384,96,44,4,2,2
1385,2385,80,69,2,1,1
1386,2386,96,43,8,4,4
1387,2387,97,11,4,2,2
1388,2388,125,27,2,1,1
1389,2389,90,62,9,4,5
1390,2390,102,53,1,1,0
1391,2391,83,38,6,3,3
1392,2392,96,50,6,3,3
1393,2393,97,58,2,1,1
1394,2394,82,65,6,3,3
1395,2395,116,40,10,5,5
1396,2396,113,42,2,1,1
1397,2397,90,65,4,2,2
1398,2398,82,52,10,5,5
1399,2399,99,54,2,1,1
1400,2400,46,48,6,3,3
1401,2401,108,36,2,1,1
1402,2402,124,46,1,1,0
1403,2403,45,135,2,1,1
1404,2404,139,52,1,0,1
1405,2405,95,47,2,1,1
1406,2406,107,50,1,0,1
