1233,1111,1
5,497,1
668,713,1
196,414,1
583,642,1
606,465,2
200,717,1
689,27,1
912,416,1
456,194,2
516,914,1
64,1187,1
718,498,1
1011,612,1
942,614,3
317,416,2
697,757,2
1166,121,2
1182,1042,2
1081,328,1
356,826,1
1185,1287,1
1145,850,6
122,960,2
1055,5,1
1,906,1
208,295,1
143,371,1
29,1365,1
1143,1279,1
237,6,2
1032,1206,1
917,505,1
287,374,1
654,788,2
820,286,1
529,409,1
13,364,12
969,564,1
1081,1029,3
63,304,3
1141,749,2
579,373,1
249,894,1
56,66,5
399,196,1
499,1050,3
380,199,1
649,11,1
1261,1074,1
820,226,1
475,661,2
220,593,1
222,496,1
658,62,2
411,211,2
701,286,2
403,1101,1
189,138,22
750,1181,9
733,653,1
701,251,2
687,144,8
466,388,1
350,962,2
686,561,2
87,709,2
70,193,4
178,518,1
1143,1035,1
644,1009,2
2,358,1
653,829,9
546,1121,2
415,204,6
1083,529,1
244,162,2
731,908,2
844,725,1
182,84,2
956,115,5
719,1224,1
1121,11,1
749,912,1
917,74,1
732,286,1
342,1254,7
119,552,1
693,345,1
522,286,1
162,527,2
229,185,2
547,284,2
367,811,1
554,560,2
325,1042,3
311,723,1
427,410,2
1085,775,1
2,761,2
196,597,1
146,506,1
11,621,1
740,410,2
271,364,2
594,611,1
1064,890,1
522,226,2
384,987,2
236,964,22
1176,1075,1
30,282,6
399,57,3
282,156,1
1360,226,2
28,227,1
74,337,4
242,731,2
313,423,7
1161,826,1
375,113,2
412,493,1
385,957,1
991,309,1
119,1231,1
352,6,2
119,448,4
264,226,2
1165,1011,1
363,774,2
557,694,4
208,409,1
658,453,9
141,325,1
1001,732,1
12,399,1
761,648,1
1277,1067,1
74,917,1
823,656,1
638,541,1
1028,962,3
366,729,2
5,663,1
172,727,1
603,1358,1
130,96,1
498,536,1
885,460,1
908,995,1
193,2,4
504,253,5
226,1187,1
210,951,2
391,452,1
245,106,1
268,269,1
771,474,4
199,845,2
641,1217,1
24,511,1
286,264,6
314,5,3
226,697,3
189,595,1
643,140,5
784,163,1
770,954,1
823,212,1
514,252,1
708,88,1
117,801,1
1071,821,8
9,12,1
163,57,1
793,478,1
666,612,4
848,815,1
1050,48,1
596,753,2
659,539,1
198,1173,1
278,667,1
153,310,4
617,35,2
907,125,1
1250,1198,1
469,831,1
964,211,2
800,1092,1
473,776,3
286,590,1
899,11,4
853,778,4
564,559,1
1391,237,1
778,87,1
730,518,1
1051,646,1
933,291,5
479,812,1
301,697,4
630,278,1
39,221,1
357,1018,1
480,643,1
835,1083,1
875,1186,1
831,615,2
286,42,1
335,505,1
655,848,2
1235,1358,2
164,1190,3
489,1149,7
226,424,2
803,340,2
505,103,3
595,214,1
5,524,1
1182,1213,1
158,1216,1
428,434,1
908,118,1
433,760,3
285,807,1
1352,551,1
1164,1149,1
977,507,5
66,602,1
70,666,1
349,5,1
494,550,2
409,416,1
397,9,1
1150,242,5
987,435,3
770,65,6
134,276,1
922,298,2
795,536,1
546,414,3
878,1003,1
152,349,1
1061,416,1
969,956,1
936,937,4
509,481,1
469,1162,2
964,712,1
654,681,1
1250,638,1
388,1150,2
1077,783,1
750,416,1
35,397,1
367,208,5
685,299,8
390,35,1
15,907,1
120,926,2
982,246,1
502,1308,2
480,882,1
1207,418,1
740,192,2
154,875,1
182,1121,3
1170,718,1
237,186,1
721,773,1
186,526,1
1269,1210,1
663,409,3
773,133,1
531,806,6
197,413,1
469,376,1
655,97,1
157,390,3
1067,130,1
1036,412,4
447,685,1
650,6,1
650,213,1
929,803,1
25,502,1
820,68,1
1322,527,1
1181,456,2
1007,643,1
191,265,1
329,1145,1
121,510,2
771,388,1
725,1183,6
139,222,2
600,396,3
524,812,1
383,11,1
221,24,5
668,601,1
583,1010,5
177,130,1
505,1306,1
385,243,1
700,138,6
368,787,1
486,403,1
6,793,1
324,11,1
642,185,1
726,316,1
787,992,4
1174,401,7
476,121,1
617,201,4
1013,286,1
844,226,1
72,118,2
121,1127,1
161,132,5
125,19,3
503,921,1
348,482,1
448,944,2
62,736,3
436,257,1
627,158,1
812,379,1
1167,1021,1
774,711,1
96,330,8
415,1141,1
732,255,1
490,782,1
758,615,2
15,73,3
781,782,3
617,405,1
45,1044,1
515,1121,3
635,12,2
637,70,4
908,1146,1
780,870,3
402,44,1
805,891,1
630,428,2
590,519,1
906,936,1
270,31,5
673,521,2
1311,596,2
1098,783,2
355,287,1
1200,351,1
29,510,1
412,522,1
368,486,1
352,11,2
765,103,1
193,329,1
46,618,2
137,207,1
1165,990,1
864,722,1
1134,815,1
252,55,2
784,1073,1
1024,544,1
104,585,2
793,1251,1
62,360,4
153,586,1
12,15,2
16,222,1
514,741,19
64,140,5
1052,836,1
11,357,2
1130,896,7
172,786,15
467,998,2
44,402,1
39,535,1
863,956,2
121,395,1
1321,1006,5
208,826,1
485,758,1
358,300,5
307,622,1
367,758,1
1339,718,1
226,674,3
1221,734,1
168,295,1
5,246,3
2,981,4
286,39,2
73,158,1
239,393,2
532,533,4
426,1029,1
396,600,1
476,236,1
4,321,1
614,942,3
11,1175,1
566,121,3
382,1130,1
35,247,8
84,736,1
379,948,1
360,492,1
275,119,1
897,267,1
611,805,2
286,611,1
71,791,1
253,272,8
1075,613,2
263,1187,1
1124,662,2
38,254,1
195,203,1
1215,1217,1
345,346,3
701,646,1
640,301,5
727,105,3
1100,382,5
494,500,4
121,920,2
682,303,1
936,448,1
1003,1118,1
496,264,4
448,119,4
826,12,1
164,291,8
733,846,1
957,474,1
682,524,2
618,738,1
138,792,1
64,955,3
1158,226,1
159,536,3
385,589,1
223,657,1
458,255,1
521,1101,6
1298,1213,2
1105,883,1
1016,733,1
467,695,1
245,310,1
518,1097,1
803,880,1
625,504,1
1078,701,1
911,874,6
399,428,3
770,662,2
173,1039,5
795,131,3
578,657,1
11,494,1
424,587,1
285,834,2
485,1350,1
1386,752,1
273,816,1
516,836,2
411,648,1
1308,535,1
61,1216,6
423,297,1
139,500,3
332,1070,2
1122,457,1
1168,615,2
1157,1065,1
208,286,1
117,721,1
1197,1318,1
332,228,1
830,607,2
362,435,4
195,376,5
410,135,2
797,537,1
1116,461,2
156,313,3
11,1248,1
1020,308,1
384,794,1
132,868,7
916,248,3
423,960,1
659,1313,1
1263,208,4
224,850,1
166,725,1
703,6,3
758,1159,1
397,717,1
599,193,1
357,326,2
728,934,1
972,352,1
401,926,1
777,87,1
295,468,1
341,102,1
926,818,1
430,1101,1
928,464,3
820,180,1
981,2,1
419,565,1
112,113,2
185,767,1
483,682,1
324,686,1
107,374,1
529,72,1
254,799,4
399,322,1
478,419,1
631,40,2
629,1069,4
713,602,13
678,280,1
638,1253,2
421,76,1
5,856,3
117,414,1
578,192,1
856,286,2
226,244,1
1215,163,1
527,944,2
168,827,2
215,866,1
829,950,4
190,864,1
372,899,5
1325,1344,2
12,130,1
1229,1084,1
944,527,2
517,11,1
728,186,2
639,160,26
609,485,1
1021,1207,1
1014,512,4
1115,874,1
627,777,1
1023,130,2
615,360,2
288,625,4
585,189,1
274,1350,1
977,363,5
66,746,1
593,1138,2
158,26,2
485,992,4
321,919,2
1043,826,1
932,289,1
259,11,2
393,285,1
558,463,4
226,956,2
983,522,1
252,96,1
201,982,4
567,71,5
902,158,11
632,510,1
28,721,1
120,738,1
244,280,1
170,1207,4
948,1042,1
286,777,1
1149,758,2
11,951,1
96,303,8
9,310,14
6,190,1
1170,255,1
1004,897,3
661,881,1
132,1140,6
965,878,1
716,132,3
384,933,1
646,337,1
84,494,1
443,896,2
231,981,3
602,315,1
515,330,1
224,957,1
173,12,2
160,799,2
646,611,1
546,962,1
510,643,5
332,675,1
154,152,1
570,616,2
1144,406,1
656,771,1
55,621,2
264,156,2
788,1231,1
637,741,1
766,1339,1
1111,211,1
194,762,1
1024,581,2
1192,770,3
1343,1176,2
653,468,1
643,219,1
1168,5,1
168,880,1
366,695,1
141,260,17
742,814,4
1248,657,1
1400,1324,1
96,546,9
1050,514,1
998,819,2
320,694,1
1086,400,1
40,73,21
815,488,2
540,510,2
217,743,2
61,1062,1
423,451,3
978,418,1
962,15,1
510,523,1
1131,567,2
321,555,2
1047,576,1
348,158,1
434,1051,3
286,56,3
661,666,6
1023,311,1
719,306,1
1161,1061,2
57,433,1
15,917,3
102,103,10
1226,514,1
393,458,1
390,226,1
342,141,9
56,358,1
749,1141,2
29,1216,4
959,322,2
982,945,1
498,1269,1
957,1025,1
295,238,7
11,119,1
758,759,1
45,900,1
158,733,2
500,36,1
997,786,1
390,286,1
1231,820,4
199,32,10
1141,1138,2
242,1301,1
155,262,1
62,252,1
673,89,2
901,51,1
413,1239,1
899,234,5
331,138,1
119,479,1
1342,505,1
112,327,1
760,515,2
167,917,4
1208,797,1
248,343,1
3,202,1
414,786,4
1041,526,1
12,164,1
1102,1296,2
113,375,2
701,126,2
97,567,1
494,477,1
106,8,4
148,999,9
920,886,7
514,373,1
1127,121,1
92,158,1
126,350,4
585,27,3
34,307,3
40,196,11
1259,178,1
1118,187,13
893,238,1
30,946,3
1253,1336,1
1045,19,1
134,226,5
537,302,6
120,428,5
798,131,2
11,917,2
286,951,2
523,253,2
73,226,1
316,1262,2
177,20,1
1165,6,1
732,62,1
18,402,2
792,1035,1
158,524,3
986,261,1
633,1144,3
1232,924,1
494,152,1
1141,670,1
706,576,1
621,423,2
1127,495,1
220,1088,1
805,956,1
883,104,5
9,625,1
342,482,1
779,379,1
35,1165,1
173,518,9
1158,662,1
802,549,1
29,63,1
218,120,1
778,128,1
137,136,3
1034,278,1
1169,490,1
90,241,4
741,1110,2
1254,167,2
648,747,1
496,120,7
975,1084,1
784,11,1
546,604,2
883,17,1
353,110,1
514,548,1
502,253,3
910,254,2
1283,779,1
223,545,2
548,984,3
767,228,2
89,5,6
1068,1140,1
725,720,1
335,1137,1
469,18,3
729,345,2
771,190,1
254,700,1
489,1184,2
1136,714,1
846,76,1
139,808,1
226,485,1
175,300,1
314,196,6
1017,899,1
408,533,5
631,535,2
196,96,1
583,580,1
11,94,2
152,198,1
96,299,1
167,1081,1
61,646,2
163,6,3
1114,743,1
453,524,1
603,324,2
1146,756,1
974,413,1
243,421,3
591,285,1
653,738,1
316,539,1
284,13,14
30,809,1
1047,990,1
413,36,1
641,155,2
304,146,1
240,572,1
867,729,1
830,495,1
991,791,1
848,655,1
165,907,4
138,471,2
726,284,1
6,163,1
456,712,1
100,331,1
583,15,1
236,875,2
162,882,2
515,4,1
517,174,5
567,678,2
351,255,2
669,166,3
1198,725,2
841,1144,1
355,393,2
43,171,1
287,892,1
832,331,1
15,423,1
794,1136,1
359,294,1
764,374,1
1095,498,3
1293,839,1
810,58,1
672,387,2
949,1101,1
692,26,1
921,564,1
688,1305,1
1191,167,2
688,456,1
127,24,4
74,164,1
436,835,3
97,141,1
5,744,1
405,1262,1
1003,145,1
1387,741,1
965,1324,1
885,125,7
186,905,4
675,515,1
538,357,1
324,130,2
197,12,1
1009,1198,1
734,701,1
1182,779,4
319,441,2
10,51,1
800,599,2
526,11,1
173,260,1
304,801,2
751,663,5
898,120,1
121,13,1
702,631,1
671,774,1
243,286,1
1029,691,5
815,1324,2
226,844,1
252,496,1
360,294,1
1187,36,1
667,797,6
351,300,1
120,722,6
765,522,1
1005,603,1
885,598,2
774,280,5
96,383,4
368,1252,1
1084,247,2
966,922,1
730,18,2
792,241,1
193,192,9
741,242,1
388,1310,1
306,609,6
603,1005,1
395,570,1
806,178,1
572,844,1
44,517,2
474,1406,1
249,1105,1
53,385,1
820,167,1
348,851,1
125,935,1
287,819,5
390,1077,1
336,810,1
583,90,4
1073,682,1
816,1149,2
587,499,2
1177,1088,4
506,158,1
1190,130,1
314,1248,1
1069,539,1
310,628,1
307,457,2
95,546,3
330,138,1
1101,170,1
676,109,1
609,166,3
1165,1075,1
539,812,1
221,516,2
502,503,2
431,951,1
908,37,2
928,537,2
605,287,3
1314,121,1
254,102,6
139,510,3
657,209,2
145,421,2
131,710,1
337,39,1
597,913,1
18,1093,5
742,346,3
118,280,4
182,249,1
239,244,2
816,115,1
48,221,1
20,46,6
746,40,1
6,121,4
469,1083,1
684,1002,1
900,801,1
11,1066,1
663,938,1
1134,780,1
683,646,2
1020,17,4
469,901,1
104,7,1
1184,882,1
153,1068,1
812,5,1
139,1239,2
343,1001,1
11,688,1
793,992,2
43,5,1
1158,635,2
1073,955,1
65,905,1
509,886,2
1168,943,1
1269,1067,1
481,13,5
358,1337,1
536,1323,1
773,214,2
543,1198,1
3,286,1
87,226,1
1055,956,2
1203,870,3
590,551,1
514,1226,1
164,264,2
881,858,2
470,689,1
595,596,5
913,105,1
691,301,1
29,670,5
1239,422,1
324,1118,2
1308,269,1
825,1208,2
1102,473,1
4,1113,1
942,69,1
121,431,1
1130,1318,1
589,1344,1
12,84,1
1067,495,1
703,704,5
791,367,1
802,1123,1
1120,687,1
533,139,1
742,549,1
64,428,2
297,6,2
689,52,2
135,644,1
401,1174,6
174,208,1
287,19,3
31,226,1
697,790,1
24,84,1
1178,276,1
902,228,1
369,678,1
959,771,1
719,567,1
498,153,1
689,624,3
82,180,1
29,11,2
836,29,1
307,243,1
1025,476,1
1261,671,1
156,246,1
280,207,1
1337,1271,3
550,429,1
98,613,1
715,930,4
1339,173,3
696,5,1
445,498,2
138,628,1
151,747,1
989,565,1
130,44,1
732,546,1
283,24,1
864,865,6
967,286,1
109,130,1
1123,391,1
393,787,1
324,603,3
734,266,1
496,40,3
115,1342,1
586,469,1
662,424,5
134,865,2
459,905,2
772,383,2
368,913,1
1142,226,1
172,833,1
1021,600,5
382,82,1
513,5,1
1000,733,1
942,208,1
245,86,2
324,159,3
49,363,1
358,735,1
729,521,3
254,332,2
953,474,1
5,327,1
1014,437,2
913,562,1
1115,801,1
322,1139,4
285,1133,1
290,857,3
477,729,4
853,1266,1
101,109,1
481,1042,1
835,536,3
509,264,2
618,168,16
956,969,1
688,667,1
476,211,1
249,733,1
102,45,1
446,394,4
226,809,1
547,317,1
139,138,1
145,703,1
221,562,1
461,67,2
728,762,3
754,106,2
519,1210,1
126,263,2
1121,64,1
1070,523,1
223,162,1
1195,482,1
4,980,1
391,712,3
688,471,1
649,130,2
672,215,1
1069,66,1
199,106,1
395,303,1
192,709,1
399,30,2
638,393,4
1010,241,2
690,551,1
392,360,4
1193,798,2
676,646,1
1067,1095,1
171,1190,3
993,1078,1
43,283,10
1073,717,1
880,396,1
1333,415,2
421,410,2
640,696,3
1252,369,2
198,8,1
895,1364,1
1287,1185,1
572,1261,3
291,3,5
1081,4,1
1117,1322,1
1074,567,5
122,517,1
595,9,2
662,311,1
1042,194,2
496,14,4
64,102,1
821,820,6
929,998,1
502,504,1
385,474,1
610,529,1
82,598,7
926,5,1
207,179,1
1227,237,2
40,126,2
45,103,1
902,1288,1
1222,1008,1
